,day,parts_of_day,duration_minutes,month,subscriber_type,year,start_hour,count,path_id,origin-dest,latitude,location,longitude,name,station_id,status,start_count,end_count
455,5,late afternoon,18.897196261682243,3,Walk Up,2014.943925233645,15.74766355140187,321,455,origin,30.2696,(30.2696 -97.75332),-97.75332,5th & Bowie,2501,active,26103,24624
455,5,late afternoon,18.897196261682243,3,Walk Up,2014.943925233645,15.74766355140187,321,455,destination,30.26735,(30.26735 -97.73933),-97.73933,Trinity & 6th Street,2565,active,10721,12945
459,4,early afternoon,19.5625,3,Local365,2014.93125,13.628125,320,459,origin,30.27041,(30.27041 -97.75046),-97.75046,West & 6th St.,2537,active,11689,13783
459,4,early afternoon,19.5625,3,Local365,2014.93125,13.628125,320,459,destination,30.2698,(30.2698 -97.74186),-97.74186,8th & Congress,2496,active,12851,13913
458,5,evening,13.178125,3,Local365,2015.021875,14.528125,320,458,origin,30.26774,(30.26774 -97.74692),-97.74692,Republic Square @ Guadalupe & 4th St.,2550,moved,10781,11473
458,5,evening,13.178125,3,Local365,2015.021875,14.528125,320,458,destination,30.26717,(30.26717 -97.75484),-97.75484,Pfluger Bridge @ W 2nd Street,2566,active,18833,17983
457,5,late afternoon,41.078125,3,24-Hour Kiosk (Austin B-cycle),2015.109375,14.9125,320,457,origin,30.26717,(30.26717 -97.75484),-97.75484,Pfluger Bridge @ W 2nd Street,2566,active,18833,17983
457,5,late afternoon,41.078125,3,24-Hour Kiosk (Austin B-cycle),2015.109375,14.9125,320,457,destination,30.26483,(30.26483 -97.739),-97.739,Convention Center / 4th St. @ MetroRail,2498,active,23899,26439
456,5,early afternoon,36.609375,1,Walk Up,2015.259375,14.08125,320,456,origin,30.2726,(30.2726 -97.74127),-97.74127,Capitol Station / Congress & 11th,2497,active,19878,16977
456,5,early afternoon,36.609375,1,Walk Up,2015.259375,14.08125,320,456,destination,30.24891,(30.24891 -97.75019),-97.75019,South Congress & Elizabeth,2504,active,11932,10383
463,4,evening,26.404388714733543,3,Walk Up,2014.8902821316615,15.61128526645768,319,463,origin,30.25226,(30.25226 -97.74854),-97.74854,South Congress & Academy,2570,active,14173,13724
463,4,evening,26.404388714733543,3,Walk Up,2014.8902821316615,15.61128526645768,319,463,destination,30.26735,(30.26735 -97.73933),-97.73933,Trinity & 6th Street,2565,active,10721,12945
462,5,early afternoon,20.62382445141066,3,24-Hour Kiosk (Austin B-cycle),2014.705329153605,14.134796238244514,319,462,origin,30.26461,(30.26461 -97.73049),-97.73049,Waller & 6th St.,2536,closed,5664,5630
462,5,early afternoon,20.62382445141066,3,24-Hour Kiosk (Austin B-cycle),2014.705329153605,14.134796238244514,319,462,destination,30.26483,(30.26483 -97.739),-97.739,Convention Center / 4th St. @ MetroRail,2498,active,23899,26439
461,5,midnight,23.661442006269592,3,Walk Up,2014.871473354232,12.536050156739812,319,461,origin,30.26735,(30.26735 -97.73933),-97.73933,Trinity & 6th Street,2565,active,10721,12945
461,5,midnight,23.661442006269592,3,Walk Up,2014.871473354232,12.536050156739812,319,461,destination,30.2587,(30.2587 -97.74872),-97.74872,Barton Springs & Riverside,2502,active,15464,16151
460,6,late afternoon,22.88087774294671,3,Walk Up,2015.0564263322883,14.29153605015674,319,460,origin,30.28039,(30.28039 -97.73809),-97.73809,Bullock Museum @ Congress & MLK,2538,active,10799,9101
460,6,late afternoon,22.88087774294671,3,Walk Up,2015.0564263322883,14.29153605015674,319,460,destination,30.26483,(30.26483 -97.739),-97.739,Convention Center / 4th St. @ MetroRail,2498,active,23899,26439
464,5,early afternoon,29.663522012578618,3,Walk Up,2015.7389937106918,13.5062893081761,318,464,origin,30.26426,(30.26426 -97.74023),-97.74023,Convention Center / 3rd & Trinity,2539,active,13903,15733
464,5,early afternoon,29.663522012578618,3,Walk Up,2015.7389937106918,13.5062893081761,318,464,destination,30.25226,(30.25226 -97.74854),-97.74854,South Congress & Academy,2570,active,14173,13724
468,6,early afternoon,28.90851735015773,7,Walk Up,2015.3596214511042,14.160883280757098,317,468,origin,30.26717,(30.26717 -97.75484),-97.75484,Pfluger Bridge @ W 2nd Street,2566,active,18833,17983
468,6,early afternoon,28.90851735015773,7,Walk Up,2015.3596214511042,14.160883280757098,317,468,destination,30.26452,(30.26452 -97.7712),-97.7712,Barton Springs Pool,2572,active,11810,10733
467,5,early afternoon,16.312302839116718,3,Walk Up,2014.98738170347,13.968454258675079,317,467,origin,30.27041,(30.27041 -97.75046),-97.75046,West & 6th St.,2537,active,11689,13783
467,5,early afternoon,16.312302839116718,3,Walk Up,2014.98738170347,13.968454258675079,317,467,destination,30.2726,(30.2726 -97.74127),-97.74127,Capitol Station / Congress & 11th,2497,active,19878,16977
466,0,early afternoon,21.810725552050474,6,Local365,2015.5867507886435,14.173501577287066,317,466,origin,30.27041,(30.27041 -97.75046),-97.75046,West & 6th St.,2537,active,11689,13783
466,0,early afternoon,21.810725552050474,6,Local365,2015.5867507886435,14.173501577287066,317,466,destination,30.2678,(30.2678 -97.75189),-97.75189,3rd & West,2552,active,15342,13180
465,5,early afternoon,36.79495268138801,7,Walk Up,2015.6876971608833,13.264984227129338,317,465,origin,30.26408,(30.26408 -97.74355),-97.74355,2nd & Congress,2494,active,25917,28843
465,5,early afternoon,36.79495268138801,7,Walk Up,2015.6876971608833,13.264984227129338,317,465,destination,30.26452,(30.26452 -97.7712),-97.7712,Barton Springs Pool,2572,active,11810,10733
472,5,late afternoon,49.63291139240506,3,Walk Up,2015.6550632911392,13.025316455696203,316,472,origin,30.26019,(30.26019 -97.73845),-97.73845,Davis at Rainey Street,2563,active,22008,21632
472,5,late afternoon,49.63291139240506,3,Walk Up,2015.6550632911392,13.025316455696203,316,472,destination,30.24891,(30.24891 -97.75019),-97.75019,South Congress & Elizabeth,2504,active,11932,10383
471,5,late afternoon,21.126582278481013,3,Walk Up,2015.639240506329,13.718354430379748,316,471,origin,30.26426,(30.26426 -97.74023),-97.74023,Convention Center / 3rd & Trinity,2539,active,13903,15733
471,5,late afternoon,21.126582278481013,3,Walk Up,2015.639240506329,13.718354430379748,316,471,destination,30.25941,(30.25941 -97.74971),-97.74971,Long Center @ South 1st & Riverside,2549,active,15708,16643
470,5,early afternoon,28.29746835443038,7,Walk Up,2015.3291139240507,13.417721518987342,316,470,origin,30.2587,(30.2587 -97.74872),-97.74872,Barton Springs & Riverside,2502,active,15464,16151
470,5,early afternoon,28.29746835443038,7,Walk Up,2015.3291139240507,13.417721518987342,316,470,destination,30.26452,(30.26452 -97.7712),-97.7712,Barton Springs Pool,2572,active,11810,10733
469,6,late afternoon,27.946202531645568,10,Walk Up,2016.0917721518988,15.335443037974683,316,469,origin,30.2659,(30.2659 -97.76822),-97.76822,Zilker Park,2574,active,13302,15238
469,6,late afternoon,27.946202531645568,10,Walk Up,2016.0917721518988,15.335443037974683,316,469,destination,30.25226,(30.25226 -97.74854),-97.74854,South Congress & Academy,2570,active,14173,13724
473,4,late morning,17.25079365079365,3,Local365,2015.3460317460317,13.82857142857143,315,473,origin,30.26968,(30.26968 -97.73074),-97.73074,East 11th St. & San Marcos,2569,active,8755,6617
473,4,late morning,17.25079365079365,3,Local365,2015.3460317460317,13.82857142857143,315,473,destination,30.26854,(30.26854 -97.73646),-97.73646,Red River & 8th Street,2571,active,9154,9158
476,1,early afternoon,13.742038216560509,9,Local30,2015.3216560509554,14.48407643312102,314,476,origin,30.2678,(30.2678 -97.75189),-97.75189,3rd & West,2552,active,15342,13180
476,1,early afternoon,13.742038216560509,9,Local30,2015.3216560509554,14.48407643312102,314,476,destination,30.2587,(30.2587 -97.74872),-97.74872,Barton Springs & Riverside,2502,active,15464,16151
475,1,evening,26.181528662420384,3,Walk Up,2016.6273885350317,14.589171974522293,314,475,origin,30.26408,(30.26408 -97.74355),-97.74355,2nd & Congress,2494,active,25917,28843
475,1,evening,26.181528662420384,3,Walk Up,2016.6273885350317,14.589171974522293,314,475,destination,30.25839,(30.25839 -97.74592),-97.74592,South Congress & Barton Springs at the Austin American-Statesman,3513,active,5528,5688
474,1,early morning,8.035031847133759,9,Local30,2016.156050955414,10.398089171974522,314,474,origin,30.26753,(30.26753 -97.74805),-97.74805,Republic Square @ Federal Courthouse Plaza,3455,active,3741,3547
474,1,early morning,8.035031847133759,9,Local30,2016.156050955414,10.398089171974522,314,474,destination,30.26634,(30.26634 -97.74378),-97.74378,4th & Congress,2495,active,24392,27380
479,4,evening,19.34185303514377,3,Walk Up,2015.14696485623,15.23003194888179,313,479,origin,30.26634,(30.26634 -97.74378),-97.74378,4th & Congress,2495,active,24392,27380
479,4,evening,19.34185303514377,3,Walk Up,2015.14696485623,15.23003194888179,313,479,destination,30.26854,(30.26854 -97.73646),-97.73646,Red River & 8th Street,2571,active,9154,9158
478,5,early afternoon,28.57188498402556,3,24-Hour Kiosk (Austin B-cycle),2014.8434504792333,13.731629392971247,313,478,origin,30.2698,(30.2698 -97.74186),-97.74186,8th & Congress,2496,active,12851,13913
478,5,early afternoon,28.57188498402556,3,24-Hour Kiosk (Austin B-cycle),2014.8434504792333,13.731629392971247,313,478,destination,30.25103,(30.25103 -97.74926),-97.74926,South Congress & James,2503,active,14376,14616
477,5,late afternoon,26.45367412140575,3,Walk Up,2015.1629392971247,15.364217252396166,313,477,origin,30.28039,(30.28039 -97.73809),-97.73809,Bullock Museum @ Congress & MLK,2538,active,10799,9101
477,5,late afternoon,26.45367412140575,3,Walk Up,2015.1629392971247,15.364217252396166,313,477,destination,30.26476,(30.26476 -97.74678),-97.74678,City Hall / Lavaca & 2nd,2499,active,27819,32497
480,6,early afternoon,22.983974358974358,5,Walk Up,2015.2115384615386,15.205128205128204,312,480,origin,30.28576,(30.28576 -97.74181),-97.74181,UT West Mall @ Guadalupe,2548,active,10855,9219
480,6,early afternoon,22.983974358974358,5,Walk Up,2015.2115384615386,15.205128205128204,312,480,destination,30.27041,(30.27041 -97.75046),-97.75046,West & 6th St.,2537,active,11689,13783
484,5,early afternoon,31.273311897106108,3,Walk Up,2015.1511254019292,14.292604501607718,311,484,origin,30.25103,(30.25103 -97.74926),-97.74926,South Congress & James,2503,active,14376,14616
484,5,early afternoon,31.273311897106108,3,Walk Up,2015.1511254019292,14.292604501607718,311,484,destination,30.25971,(30.25971 -97.75346),-97.75346,Palmer Auditorium,2567,active,14385,13169
483,5,early afternoon,27.479099678456592,5,Walk Up,2014.8971061093248,13.411575562700964,311,483,origin,30.2587,(30.2587 -97.74872),-97.74872,Barton Springs & Riverside,2502,active,15464,16151
483,5,early afternoon,27.479099678456592,5,Walk Up,2014.8971061093248,13.411575562700964,311,483,destination,30.2726,(30.2726 -97.74127),-97.74127,Capitol Station / Congress & 11th,2497,active,19878,16977
482,6,early afternoon,34.88745980707395,3,Walk Up,2015.6559485530547,13.52411575562701,311,482,origin,30.26426,(30.26426 -97.74023),-97.74023,Convention Center / 3rd & Trinity,2539,active,13903,15733
482,6,early afternoon,34.88745980707395,3,Walk Up,2015.6559485530547,13.52411575562701,311,482,destination,30.25103,(30.25103 -97.74926),-97.74926,South Congress & James,2503,active,14376,14616
481,5,early afternoon,6.440514469453376,7,Local30,2015.1093247588424,14.05144694533762,311,481,origin,30.26717,(30.26717 -97.75484),-97.75484,Pfluger Bridge @ W 2nd Street,2566,active,18833,17983
481,5,early afternoon,6.440514469453376,7,Local30,2015.1093247588424,14.05144694533762,311,481,destination,30.26694,(30.26694 -97.74939),-97.74939,Nueces @ 3rd,1008,moved,4307,4163
487,5,evening,20.75483870967742,3,Walk Up,2014.909677419355,15.316129032258065,310,487,origin,30.26446,(30.26446 -97.75665),-97.75665,Riverside @ S. Lamar,2575,active,27383,27100
487,5,evening,20.75483870967742,3,Walk Up,2014.909677419355,15.316129032258065,310,487,destination,30.26774,(30.26774 -97.74692),-97.74692,Republic Square @ Guadalupe & 4th St.,2550,moved,10781,11473
486,5,early afternoon,34.43225806451613,5,Walk Up,2015.5483870967741,14.09032258064516,310,486,origin,30.25579,(30.25579 -97.73982),-97.73982,Rainey St @ Cummings,2707,active,23120,22368
486,5,early afternoon,34.43225806451613,5,Walk Up,2015.5483870967741,14.09032258064516,310,486,destination,30.25103,(30.25103 -97.74926),-97.74926,South Congress & James,2503,active,14376,14616
485,5,late afternoon,34.383870967741935,10,Walk Up,2015.9774193548387,15.832258064516129,310,485,origin,30.2659,(30.2659 -97.76822),-97.76822,Zilker Park,2574,active,13302,15238
485,5,late afternoon,34.383870967741935,10,Walk Up,2015.9774193548387,15.832258064516129,310,485,destination,30.25103,(30.25103 -97.74926),-97.74926,South Congress & James,2503,active,14376,14616
490,6,early afternoon,18.022653721682847,3,Walk Up,2015.0647249190938,13.466019417475728,309,490,origin,30.26735,(30.26735 -97.73933),-97.73933,Trinity & 6th Street,2565,active,10721,12945
490,6,early afternoon,18.022653721682847,3,Walk Up,2015.0647249190938,13.466019417475728,309,490,destination,30.2696,(30.2696 -97.75332),-97.75332,5th & Bowie,2501,active,26103,24624
489,4,late afternoon,27.423948220064727,3,Walk Up,2016.673139158576,13.453074433656958,309,489,origin,30.25579,(30.25579 -97.73982),-97.73982,Rainey St @ Cummings,2707,active,23120,22368
489,4,late afternoon,27.423948220064727,3,Walk Up,2016.673139158576,13.453074433656958,309,489,destination,30.25839,(30.25839 -97.74592),-97.74592,South Congress & Barton Springs at the Austin American-Statesman,3513,active,5528,5688
488,4,late afternoon,21.82200647249191,10,Local365,2015.5436893203882,14.53074433656958,309,488,origin,30.26896,(30.26896 -97.72843),-97.72843,East 11th St. at Victory Grill,2568,active,5031,3780
488,4,late afternoon,21.82200647249191,10,Local365,2015.5436893203882,14.53074433656958,309,488,destination,30.26217,(30.26217 -97.72743),-97.72743,Plaza Saltillo,2542,active,9729,10810
494,4,late afternoon,31.4512987012987,3,Walk Up,2015.2110389610389,15.392857142857142,308,494,origin,30.2587,(30.2587 -97.74872),-97.74872,Barton Springs & Riverside,2502,active,15464,16151
494,4,late afternoon,31.4512987012987,3,Walk Up,2015.2110389610389,15.392857142857142,308,494,destination,30.25579,(30.25579 -97.73982),-97.73982,Rainey St @ Cummings,2707,active,23120,22368
493,5,evening,20.42207792207792,3,Walk Up,2015.2467532467533,16.12012987012987,308,493,origin,30.26476,(30.26476 -97.74678),-97.74678,City Hall / Lavaca & 2nd,2499,active,27819,32497
493,5,evening,20.42207792207792,3,Walk Up,2015.2467532467533,16.12012987012987,308,493,destination,30.26854,(30.26854 -97.73646),-97.73646,Red River & 8th Street,2571,active,9154,9158
492,5,late afternoon,26.23701298701299,3,Walk Up,2015.224025974026,14.53896103896104,308,492,origin,30.25941,(30.25941 -97.74971),-97.74971,Long Center @ South 1st & Riverside,2549,active,15708,16643
492,5,late afternoon,26.23701298701299,3,Walk Up,2015.224025974026,14.53896103896104,308,492,destination,30.25226,(30.25226 -97.74854),-97.74854,South Congress & Academy,2570,active,14173,13724
491,0,early afternoon,17.41883116883117,1,Local365,2015.8896103896104,14.551948051948052,308,491,origin,30.2678,(30.2678 -97.75189),-97.75189,3rd & West,2552,active,15342,13180
491,0,early afternoon,17.41883116883117,1,Local365,2015.8896103896104,14.551948051948052,308,491,destination,30.27041,(30.27041 -97.75046),-97.75046,West & 6th St.,2537,active,11689,13783
495,5,late afternoon,29.584967320261438,10,Walk Up,2015.5947712418301,14.947712418300654,306,495,origin,30.262,(30.262 -97.76118),-97.76118,Barton Springs @ Kinney Ave,2711,active,15230,15851
495,5,late afternoon,29.584967320261438,10,Walk Up,2015.5947712418301,14.947712418300654,306,495,destination,30.24891,(30.24891 -97.75019),-97.75019,South Congress & Elizabeth,2504,active,11932,10383
498,5,late afternoon,16.777049180327868,3,24-Hour Kiosk (Austin B-cycle),2014.7016393442623,14.501639344262296,305,498,origin,30.28395,(30.28395 -97.74198),-97.74198,Guadalupe & 21st,2547,moved,6863,7423
498,5,late afternoon,16.777049180327868,3,24-Hour Kiosk (Austin B-cycle),2014.7016393442623,14.501639344262296,305,498,destination,30.26774,(30.26774 -97.74692),-97.74692,Republic Square @ Guadalupe & 4th St.,2550,moved,10781,11473
497,5,evening,25.78360655737705,3,Walk Up,2015.2065573770492,15.554098360655738,305,497,origin,30.26912,(30.26912 -97.73986),-97.73986,San Jacinto & 8th Street,2562,active,8595,7510
497,5,evening,25.78360655737705,3,Walk Up,2015.2065573770492,15.554098360655738,305,497,destination,30.26019,(30.26019 -97.73845),-97.73845,Davis at Rainey Street,2563,active,22008,21632
496,5,late afternoon,25.114754098360656,5,Walk Up,2016.2852459016394,14.659016393442624,305,496,origin,30.26452,(30.26452 -97.7712),-97.7712,Barton Springs Pool,2572,active,11810,10733
496,5,late afternoon,25.114754098360656,5,Walk Up,2016.2852459016394,14.659016393442624,305,496,destination,30.27466,(30.27466 -97.77028),-97.77028,MoPac Pedestrian Bridge @ Veterans Drive,3377,active,8436,8260
501,4,late afternoon,20.27062706270627,3,Local365,2015.2772277227723,15.669966996699669,303,501,origin,30.2696,(30.2696 -97.75332),-97.75332,5th & Bowie,2501,active,26103,24624
501,4,late afternoon,20.27062706270627,3,Local365,2015.2772277227723,15.669966996699669,303,501,destination,30.26416,(30.26416 -97.73289),-97.73289,5th & San Marcos,2564,moved,7187,6999
500,5,early afternoon,20.755775577557756,5,Walk Up,2015.023102310231,14.132013201320133,303,500,origin,30.26735,(30.26735 -97.73933),-97.73933,Trinity & 6th Street,2565,active,10721,12945
500,5,early afternoon,20.755775577557756,5,Walk Up,2015.023102310231,14.132013201320133,303,500,destination,30.2726,(30.2726 -97.74127),-97.74127,Capitol Station / Congress & 11th,2497,active,19878,16977
499,5,early afternoon,26.08910891089109,5,Walk Up,2015.3003300330033,14.336633663366337,303,499,origin,30.28576,(30.28576 -97.74181),-97.74181,UT West Mall @ Guadalupe,2548,active,10855,9219
499,5,early afternoon,26.08910891089109,5,Walk Up,2015.3003300330033,14.336633663366337,303,499,destination,30.2696,(30.2696 -97.75332),-97.75332,5th & Bowie,2501,active,26103,24624
502,5,early afternoon,24.814569536423843,3,Walk Up,2015.5132450331125,15.195364238410596,302,502,origin,30.26968,(30.26968 -97.73074),-97.73074,East 11th St. & San Marcos,2569,active,8755,6617
502,5,early afternoon,24.814569536423843,3,Walk Up,2015.5132450331125,15.195364238410596,302,502,destination,30.26019,(30.26019 -97.73845),-97.73845,Davis at Rainey Street,2563,active,22008,21632
505,5,late afternoon,9.225913621262459,5,Local365,2015.0,15.385382059800664,301,505,origin,30.2678,(30.2678 -97.75189),-97.75189,3rd & West,2552,active,15342,13180
505,5,late afternoon,9.225913621262459,5,Local365,2015.0,15.385382059800664,301,505,destination,30.26774,(30.26774 -97.74692),-97.74692,Republic Square @ Guadalupe & 4th St.,2550,moved,10781,11473
504,5,early afternoon,17.285714285714285,3,Walk Up,2014.9568106312292,14.498338870431894,301,504,origin,30.2698,(30.2698 -97.74186),-97.74186,8th & Congress,2496,active,12851,13913
504,5,early afternoon,17.285714285714285,3,Walk Up,2014.9568106312292,14.498338870431894,301,504,destination,30.2587,(30.2587 -97.74872),-97.74872,Barton Springs & Riverside,2502,active,15464,16151
503,6,early afternoon,28.249169435215947,5,Walk Up,2015.6411960132891,13.790697674418604,301,503,origin,30.25941,(30.25941 -97.74971),-97.74971,Long Center @ South 1st & Riverside,2549,active,15708,16643
503,6,early afternoon,28.249169435215947,5,Walk Up,2015.6411960132891,13.790697674418604,301,503,destination,30.26452,(30.26452 -97.7712),-97.7712,Barton Springs Pool,2572,active,11810,10733
508,5,early afternoon,30.48,3,Walk Up,2015.4333333333334,13.873333333333333,300,508,origin,30.25941,(30.25941 -97.74971),-97.74971,Long Center @ South 1st & Riverside,2549,active,15708,16643
508,5,early afternoon,30.48,3,Walk Up,2015.4333333333334,13.873333333333333,300,508,destination,30.2726,(30.2726 -97.74127),-97.74127,Capitol Station / Congress & 11th,2497,active,19878,16977
507,6,late afternoon,5.6433333333333335,7,Local30,2015.1266666666668,14.39,300,507,origin,30.26694,(30.26694 -97.74939),-97.74939,Nueces @ 3rd,1008,moved,4307,4163
507,6,late afternoon,5.6433333333333335,7,Local30,2015.1266666666668,14.39,300,507,destination,30.26717,(30.26717 -97.75484),-97.75484,Pfluger Bridge @ W 2nd Street,2566,active,18833,17983
506,5,late afternoon,32.27,3,Walk Up,2015.5033333333333,15.2,300,506,origin,30.26446,(30.26446 -97.75665),-97.75665,Riverside @ S. Lamar,2575,active,27383,27100
506,5,late afternoon,32.27,3,Walk Up,2015.5033333333333,15.2,300,506,destination,30.24891,(30.24891 -97.75019),-97.75019,South Congress & Elizabeth,2504,active,11932,10383
514,1,early morning,15.7123745819398,3,Local365,2016.2608695652175,9.949832775919733,299,514,origin,30.26717,(30.26717 -97.75484),-97.75484,Pfluger Bridge @ W 2nd Street,2566,active,18833,17983
514,1,early morning,15.7123745819398,3,Local365,2016.2608695652175,9.949832775919733,299,514,destination,30.26754,(30.26754 -97.74154),-97.74154,Brazos & 6th,3390,active,7228,7659
513,5,early afternoon,22.50836120401338,3,Walk Up,2015.2709030100334,14.19732441471572,299,513,origin,30.26634,(30.26634 -97.74378),-97.74378,4th & Congress,2495,active,24392,27380
513,5,early afternoon,22.50836120401338,3,Walk Up,2015.2709030100334,14.19732441471572,299,513,destination,30.28039,(30.28039 -97.73809),-97.73809,Bullock Museum @ Congress & MLK,2538,active,10799,9101
512,4,early afternoon,25.79933110367893,3,Walk Up,2015.1204013377926,14.658862876254181,299,512,origin,30.26854,(30.26854 -97.73646),-97.73646,Red River & 8th Street,2571,active,9154,9158
512,4,early afternoon,25.79933110367893,3,Walk Up,2015.1204013377926,14.658862876254181,299,512,destination,30.26476,(30.26476 -97.74678),-97.74678,City Hall / Lavaca & 2nd,2499,active,27819,32497
511,5,early afternoon,19.214046822742475,3,Walk Up,2014.8996655518395,13.612040133779264,299,511,origin,30.26774,(30.26774 -97.74692),-97.74692,Republic Square @ Guadalupe & 4th St.,2550,moved,10781,11473
511,5,early afternoon,19.214046822742475,3,Walk Up,2014.8996655518395,13.612040133779264,299,511,destination,30.26446,(30.26446 -97.75665),-97.75665,Riverside @ S. Lamar,2575,active,27383,27100
510,5,early afternoon,30.548494983277592,10,Walk Up,2016.123745819398,14.210702341137123,299,510,origin,30.25226,(30.25226 -97.74854),-97.74854,South Congress & Academy,2570,active,14173,13724
510,5,early afternoon,30.548494983277592,10,Walk Up,2016.123745819398,14.210702341137123,299,510,destination,30.2659,(30.2659 -97.76822),-97.76822,Zilker Park,2574,active,13302,15238
509,5,early afternoon,37.8494983277592,10,Walk Up,2015.428093645485,14.779264214046822,299,509,origin,30.25103,(30.25103 -97.74926),-97.74926,South Congress & James,2503,active,14376,14616
509,5,early afternoon,37.8494983277592,10,Walk Up,2015.428093645485,14.779264214046822,299,509,destination,30.262,(30.262 -97.76118),-97.76118,Barton Springs @ Kinney Ave,2711,active,15230,15851
517,5,late afternoon,17.644295302013422,3,Walk Up,2015.1912751677853,14.234899328859061,298,517,origin,30.26735,(30.26735 -97.73933),-97.73933,Trinity & 6th Street,2565,active,10721,12945
517,5,late afternoon,17.644295302013422,3,Walk Up,2015.1912751677853,14.234899328859061,298,517,destination,30.28039,(30.28039 -97.73809),-97.73809,Bullock Museum @ Congress & MLK,2538,active,10799,9101
516,5,late afternoon,27.338926174496645,3,Walk Up,2015.0738255033557,15.312080536912752,298,516,origin,30.25103,(30.25103 -97.74926),-97.74926,South Congress & James,2503,active,14376,14616
516,5,late afternoon,27.338926174496645,3,Walk Up,2015.0738255033557,15.312080536912752,298,516,destination,30.26735,(30.26735 -97.73933),-97.73933,Trinity & 6th Street,2565,active,10721,12945
515,5,late afternoon,26.57718120805369,3,Walk Up,2015.5503355704698,15.281879194630873,298,515,origin,30.262,(30.262 -97.76118),-97.76118,Barton Springs @ Kinney Ave,2711,active,15230,15851
515,5,late afternoon,26.57718120805369,3,Walk Up,2015.5503355704698,15.281879194630873,298,515,destination,30.26483,(30.26483 -97.739),-97.739,Convention Center / 4th St. @ MetroRail,2498,active,23899,26439
519,6,early afternoon,19.922558922558924,10,Walk Up,2015.986531986532,14.178451178451178,297,519,origin,30.2678,(30.2678 -97.75189),-97.75189,3rd & West,2552,active,15342,13180
519,6,early afternoon,19.922558922558924,10,Walk Up,2015.986531986532,14.178451178451178,297,519,destination,30.2659,(30.2659 -97.76822),-97.76822,Zilker Park,2574,active,13302,15238
518,3,late morning,21.377104377104377,3,Walk Up,2015.2222222222222,13.31986531986532,297,518,origin,30.26717,(30.26717 -97.75484),-97.75484,Pfluger Bridge @ W 2nd Street,2566,active,18833,17983
518,3,late morning,21.377104377104377,3,Walk Up,2015.2222222222222,13.31986531986532,297,518,destination,30.2698,(30.2698 -97.74186),-97.74186,8th & Congress,2496,active,12851,13913
523,4,early afternoon,51.00675675675676,3,Walk Up,2015.6114864864865,13.445945945945946,296,523,origin,30.26483,(30.26483 -97.739),-97.739,Convention Center / 4th St. @ MetroRail,2498,active,23899,26439
523,4,early afternoon,51.00675675675676,3,Walk Up,2015.6114864864865,13.445945945945946,296,523,destination,30.26426,(30.26426 -97.74023),-97.74023,Convention Center / 3rd & Trinity,2539,active,13903,15733
522,5,early afternoon,25.41891891891892,7,Walk Up,2015.4594594594594,13.68581081081081,296,522,origin,30.2696,(30.2696 -97.75332),-97.75332,5th & Bowie,2501,active,26103,24624
522,5,early afternoon,25.41891891891892,7,Walk Up,2015.4594594594594,13.68581081081081,296,522,destination,30.26452,(30.26452 -97.7712),-97.7712,Barton Springs Pool,2572,active,11810,10733
521,5,late afternoon,33.84121621621622,3,Walk Up,2015.8006756756756,15.996621621621621,296,521,origin,30.262,(30.262 -97.76118),-97.76118,Barton Springs @ Kinney Ave,2711,active,15230,15851
521,5,late afternoon,33.84121621621622,3,Walk Up,2015.8006756756756,15.996621621621621,296,521,destination,30.26019,(30.26019 -97.73845),-97.73845,Davis at Rainey Street,2563,active,22008,21632
520,5,late afternoon,30.618243243243242,3,Walk Up,2015.5101351351352,14.945945945945946,296,520,origin,30.26483,(30.26483 -97.739),-97.739,Convention Center / 4th St. @ MetroRail,2498,active,23899,26439
520,5,late afternoon,30.618243243243242,3,Walk Up,2015.5101351351352,14.945945945945946,296,520,destination,30.262,(30.262 -97.76118),-97.76118,Barton Springs @ Kinney Ave,2711,active,15230,15851
524,5,early afternoon,22.908474576271185,10,Walk Up,2015.3559322033898,14.43728813559322,295,524,origin,30.26634,(30.26634 -97.74378),-97.74378,4th & Congress,2495,active,24392,27380
524,5,early afternoon,22.908474576271185,10,Walk Up,2015.3559322033898,14.43728813559322,295,524,destination,30.262,(30.262 -97.76118),-97.76118,Barton Springs @ Kinney Ave,2711,active,15230,15851
528,4,late afternoon,13.860544217687075,3,Local30,2015.5272108843537,16.3843537414966,294,528,origin,30.26408,(30.26408 -97.74355),-97.74355,2nd & Congress,2494,active,25917,28843
528,4,late afternoon,13.860544217687075,3,Local30,2015.5272108843537,16.3843537414966,294,528,destination,30.26416,(30.26416 -97.73289),-97.73289,5th & San Marcos,2564,moved,7187,6999
527,5,late afternoon,17.26530612244898,3,Walk Up,2015.360544217687,14.65986394557823,294,527,origin,30.27041,(30.27041 -97.75046),-97.75046,West & 6th St.,2537,active,11689,13783
527,5,late afternoon,17.26530612244898,3,Walk Up,2015.360544217687,14.65986394557823,294,527,destination,30.26446,(30.26446 -97.75665),-97.75665,Riverside @ S. Lamar,2575,active,27383,27100
526,5,late morning,24.738095238095237,3,Walk Up,2015.030612244898,13.857142857142858,294,526,origin,30.25941,(30.25941 -97.74971),-97.74971,Long Center @ South 1st & Riverside,2549,active,15708,16643
526,5,late morning,24.738095238095237,3,Walk Up,2015.030612244898,13.857142857142858,294,526,destination,30.2698,(30.2698 -97.74186),-97.74186,8th & Congress,2496,active,12851,13913
