,day,parts_of_day,duration_minutes,month,subscriber_type,year,start_hour,count,path_id,origin-dest,latitude,location,longitude,name,station_id,status,start_count,end_count
2875,1,evening,63.111111111111114,7,Local30,2015.5555555555557,16.166666666666668,18,2875,origin,30.28576,(30.28576 -97.74181),-97.74181,UT West Mall @ Guadalupe,2548,active,10855,9219
2875,1,evening,63.111111111111114,7,Local30,2015.5555555555557,16.166666666666668,18,2875,destination,30.26032,(30.26032 -97.71899),-97.71899,East 6th at Robert Martinez,2822,active,5868,5509
2874,3,evening,26.555555555555557,4,Walk Up,2017.0,16.27777777777778,18,2874,origin,30.25103,(30.25103 -97.74926),-97.74926,South Congress & James,2503,active,14376,14616
2874,3,evening,26.555555555555557,4,Walk Up,2017.0,16.27777777777778,18,2874,destination,30.26911,(30.26911 -97.7462),-97.7462,Guadalupe & 6th,3294,active,931,885
2873,5,late afternoon,38.94444444444444,1,Walk Up,2015.2222222222222,15.555555555555555,18,2873,origin,30.25895,(30.25895 -97.71475),-97.71475,East 6th & Pedernales St.,2544,active,4194,3891
2873,5,late afternoon,38.94444444444444,1,Walk Up,2015.2222222222222,15.555555555555555,18,2873,destination,30.26912,(30.26912 -97.73986),-97.73986,San Jacinto & 8th Street,2562,active,8595,7510
2872,5,late afternoon,24.555555555555557,3,24-Hour Kiosk (Austin B-cycle),2014.0,14.444444444444445,18,2872,origin,30.25103,(30.25103 -97.74926),-97.74926,South Congress & James,2503,active,14376,14616
2872,5,late afternoon,24.555555555555557,3,24-Hour Kiosk (Austin B-cycle),2014.0,14.444444444444445,18,2872,destination,30.26383,(30.26383 -97.72864),-97.72864,6th & Navasota St.,1002,closed,1283,1017
2871,5,early afternoon,44.388888888888886,5,Walk Up,2015.4444444444443,15.555555555555555,18,2871,origin,30.28576,(30.28576 -97.74181),-97.74181,UT West Mall @ Guadalupe,2548,active,10855,9219
2871,5,early afternoon,44.388888888888886,5,Walk Up,2015.4444444444443,15.555555555555555,18,2871,destination,30.25895,(30.25895 -97.71475),-97.71475,East 6th & Pedernales St.,2544,active,4194,3891
2870,6,early afternoon,25.055555555555557,10,Walk Up,2015.611111111111,14.444444444444445,18,2870,origin,30.26889,(30.26889 -97.74525),-97.74525,Lavaca & 6th,1007,active,3994,4150
2870,6,early afternoon,25.055555555555557,10,Walk Up,2015.611111111111,14.444444444444445,18,2870,destination,30.26587,(30.26587 -97.76826),-97.76826,Zilker Park West,1006,ACL only,1354,1659
2869,6,early afternoon,16.944444444444443,10,Walk Up,2015.0,13.944444444444445,18,2869,origin,30.26694,(30.26694 -97.74939),-97.74939,Nueces @ 3rd,1008,moved,4307,4163
2869,6,early afternoon,16.944444444444443,10,Walk Up,2015.0,13.944444444444445,18,2869,destination,30.26587,(30.26587 -97.76826),-97.76826,Zilker Park West,1006,ACL only,1354,1659
2868,5,early afternoon,66.27777777777777,1,Walk Up,2016.1666666666667,13.055555555555555,18,2868,origin,30.25542,(30.25542 -97.71665),-97.71665,East 2nd & Pedernales,3293,active,2603,2583
2868,5,early afternoon,66.27777777777777,1,Walk Up,2016.1666666666667,13.055555555555555,18,2868,destination,30.24891,(30.24891 -97.75019),-97.75019,South Congress & Elizabeth,2504,active,11932,10383
2867,0,late morning,13.166666666666666,3,Walk Up,2015.111111111111,13.777777777777779,18,2867,origin,30.26694,(30.26694 -97.74939),-97.74939,Nueces @ 3rd,1008,moved,4307,4163
2867,0,late morning,13.166666666666666,3,Walk Up,2015.111111111111,13.777777777777779,18,2867,destination,30.26912,(30.26912 -97.73986),-97.73986,San Jacinto & 8th Street,2562,active,8595,7510
2866,4,early morning,18.38888888888889,11,Local365,2016.611111111111,12.777777777777779,18,2866,origin,30.26896,(30.26896 -97.72843),-97.72843,East 11th St. at Victory Grill,2568,active,5031,3780
2866,4,early morning,18.38888888888889,11,Local365,2016.611111111111,12.777777777777779,18,2866,destination,30.25839,(30.25839 -97.74592),-97.74592,South Congress & Barton Springs at the Austin American-Statesman,3513,active,5528,5688
2865,6,early afternoon,26.833333333333332,1,Local365,2017.0,13.11111111111111,18,2865,origin,30.26697,(30.26697 -97.74929),-97.74929,Nueces & 3rd,3621,active,2058,1869
2865,6,early afternoon,26.833333333333332,1,Local365,2017.0,13.11111111111111,18,2865,destination,30.27466,(30.27466 -97.77028),-97.77028,MoPac Pedestrian Bridge @ Veterans Drive,3377,active,8436,8260
2864,5,early afternoon,20.0,10,Walk Up,2015.5,15.555555555555555,18,2864,origin,30.25226,(30.25226 -97.74854),-97.74854,South Congress & Academy,2570,active,14173,13724
2864,5,early afternoon,20.0,10,Walk Up,2015.5,15.555555555555555,18,2864,destination,30.27336,(30.27336 -97.73805),-97.73805,State Capitol Visitors Garage @ San Jacinto & 12th,2561,active,4682,3748
2863,5,late afternoon,20.833333333333332,3,24-Hour Kiosk (Austin B-cycle),2014.0,15.11111111111111,18,2863,origin,30.27106,(30.27106 -97.74563),-97.74563,8th & Guadalupe,1003,closed,577,507
2863,5,late afternoon,20.833333333333332,3,24-Hour Kiosk (Austin B-cycle),2014.0,15.11111111111111,18,2863,destination,30.26735,(30.26735 -97.73933),-97.73933,Trinity & 6th Street,2565,active,10721,12945
2862,6,late afternoon,21.11111111111111,3,24-Hour Kiosk (Austin B-cycle),2014.888888888889,15.38888888888889,18,2862,origin,30.25971,(30.25971 -97.75346),-97.75346,Palmer Auditorium,2567,active,14385,13169
2862,6,late afternoon,21.11111111111111,3,24-Hour Kiosk (Austin B-cycle),2014.888888888889,15.38888888888889,18,2862,destination,30.27654,(30.27654 -97.74155),-97.74155,State Capitol @ 14th & Colorado,2541,active,4708,3591
2861,0,late morning,31.22222222222222,3,Walk Up,2017.0,13.444444444444445,18,2861,origin,30.27466,(30.27466 -97.77028),-97.77028,MoPac Pedestrian Bridge @ Veterans Drive,3377,active,8436,8260
2861,0,late morning,31.22222222222222,3,Walk Up,2017.0,13.444444444444445,18,2861,destination,30.26822,(30.26822 -97.74285),-97.74285,6th & Congress,3619,active,2290,2586
2860,2,early afternoon,16.38888888888889,3,Local30,2015.8333333333333,13.944444444444445,18,2860,origin,30.2563,(30.2563 -97.71007),-97.71007,Capital Metro HQ - East 5th at Broadway,2823,active,2456,2452
2860,2,early afternoon,16.38888888888889,3,Local30,2015.8333333333333,13.944444444444445,18,2860,destination,30.26968,(30.26968 -97.73074),-97.73074,East 11th St. & San Marcos,2569,active,8755,6617
2859,3,early morning,49.44444444444444,5,Walk Up,2016.6666666666667,13.333333333333334,18,2859,origin,30.25839,(30.25839 -97.74592),-97.74592,South Congress & Barton Springs at the Austin American-Statesman,3513,active,5528,5688
2859,3,early morning,49.44444444444444,5,Walk Up,2016.6666666666667,13.333333333333334,18,2859,destination,30.26896,(30.26896 -97.72843),-97.72843,East 11th St. at Victory Grill,2568,active,5031,3780
2858,1,early afternoon,68.16666666666667,4,24-Hour Kiosk (Austin B-cycle),2014.0,12.61111111111111,18,2858,origin,30.28576,(30.28576 -97.74181),-97.74181,UT West Mall @ Guadalupe,2548,active,10855,9219
2858,1,early afternoon,68.16666666666667,4,24-Hour Kiosk (Austin B-cycle),2014.0,12.61111111111111,18,2858,destination,30.27907,(30.27907 -97.73715),-97.73715,State Parking Garage @ Brazos & 18th,1005,closed,247,270
2857,4,evening,36.22222222222222,10,Walk Up,2015.5,18.22222222222222,18,2857,origin,30.26587,(30.26587 -97.76826),-97.76826,Zilker Park West,1006,ACL only,1354,1659
2857,4,evening,36.22222222222222,10,Walk Up,2015.5,18.22222222222222,18,2857,destination,30.24891,(30.24891 -97.75019),-97.75019,South Congress & Elizabeth,2504,active,11932,10383
2856,5,late afternoon,80.05555555555556,5,Walk Up,2016.388888888889,14.0,18,2856,origin,30.27466,(30.27466 -97.77028),-97.77028,MoPac Pedestrian Bridge @ Veterans Drive,3377,active,8436,8260
2856,5,late afternoon,80.05555555555556,5,Walk Up,2016.388888888889,14.0,18,2856,destination,30.28395,(30.28395 -97.74198),-97.74198,Guadalupe & 21st,2547,moved,6863,7423
2855,1,early afternoon,13.555555555555555,3,Walk Up,2015.111111111111,13.666666666666666,18,2855,origin,30.26912,(30.26912 -97.73986),-97.73986,San Jacinto & 8th Street,2562,active,8595,7510
2855,1,early afternoon,13.555555555555555,3,Walk Up,2015.111111111111,13.666666666666666,18,2855,destination,30.26694,(30.26694 -97.74939),-97.74939,Nueces @ 3rd,1008,moved,4307,4163
2854,5,early afternoon,38.888888888888886,10,Walk Up,2016.111111111111,14.166666666666666,18,2854,origin,30.28395,(30.28395 -97.74198),-97.74198,Guadalupe & 21st,2547,moved,6863,7423
2854,5,early afternoon,38.888888888888886,10,Walk Up,2016.111111111111,14.166666666666666,18,2854,destination,30.25987,(30.25987 -97.72373),-97.72373,East 4th & Chicon,3292,active,3343,3536
2853,5,early afternoon,38.55555555555556,8,Walk Up,2016.4444444444443,15.61111111111111,18,2853,origin,30.27466,(30.27466 -97.77028),-97.77028,MoPac Pedestrian Bridge @ Veterans Drive,3377,active,8436,8260
2853,5,early afternoon,38.55555555555556,8,Walk Up,2016.4444444444443,15.61111111111111,18,2853,destination,30.26854,(30.26854 -97.73646),-97.73646,Red River & 8th Street,2571,active,9154,9158
2852,6,late morning,13.944444444444445,2,Walk Up,2015.2222222222222,12.777777777777779,18,2852,origin,30.27624,(30.27624 -97.74831),-97.74831,ACC - West & 12th Street,2546,closed,4472,4184
2852,6,late morning,13.944444444444445,2,Walk Up,2015.2222222222222,12.777777777777779,18,2852,destination,30.27336,(30.27336 -97.73805),-97.73805,State Capitol Visitors Garage @ San Jacinto & 12th,2561,active,4682,3748
2851,0,late afternoon,26.88888888888889,5,Local365,2015.7222222222222,15.666666666666666,18,2851,origin,30.28039,(30.28039 -97.73809),-97.73809,Bullock Museum @ Congress & MLK,2538,active,10799,9101
2851,0,late afternoon,26.88888888888889,5,Local365,2015.7222222222222,15.666666666666666,18,2851,destination,30.25895,(30.25895 -97.71475),-97.71475,East 6th & Pedernales St.,2544,active,4194,3891
2850,5,late afternoon,18.88888888888889,7,Walk Up,2017.0,15.444444444444445,18,2850,origin,30.26822,(30.26822 -97.74285),-97.74285,6th & Congress,3619,active,2290,2586
2850,5,late afternoon,18.88888888888889,7,Walk Up,2017.0,15.444444444444445,18,2850,destination,30.26217,(30.26217 -97.72743),-97.72743,Plaza Saltillo,2542,active,9729,10810
2849,0,late afternoon,155.88888888888889,10,Walk Up,2015.888888888889,18.444444444444443,18,2849,origin,30.2587,(30.2587 -97.74872),-97.74872,Barton Springs & Riverside,2502,active,15464,16151
2849,0,late afternoon,155.88888888888889,10,Walk Up,2015.888888888889,18.444444444444443,18,2849,destination,30.27193,(30.27193 -97.73854),-97.73854,11th & San Jacinto,3291,active,2981,1929
2848,0,early afternoon,47.77777777777778,6,Walk Up,2016.4444444444443,15.833333333333334,18,2848,origin,30.262,(30.262 -97.76118),-97.76118,Barton Springs @ Kinney Ave,2711,active,15230,15851
2848,0,early afternoon,47.77777777777778,6,Walk Up,2016.4444444444443,15.833333333333334,18,2848,destination,30.25542,(30.25542 -97.71665),-97.71665,East 2nd & Pedernales,3293,active,2603,2583
2847,0,late afternoon,21.11111111111111,1,Local365,2017.0,15.055555555555555,18,2847,origin,30.26822,(30.26822 -97.74285),-97.74285,6th & Congress,3619,active,2290,2586
2847,0,late afternoon,21.11111111111111,1,Local365,2017.0,15.055555555555555,18,2847,destination,30.26753,(30.26753 -97.74805),-97.74805,Republic Square @ Federal Courthouse Plaza,3455,active,3741,3547
2846,3,late afternoon,37.77777777777778,4,Annual Membership (Austin B-cycle),2014.0,16.72222222222222,18,2846,origin,30.27106,(30.27106 -97.74563),-97.74563,8th & Guadalupe,1003,closed,577,507
2846,3,late afternoon,37.77777777777778,4,Annual Membership (Austin B-cycle),2014.0,16.72222222222222,18,2846,destination,30.26019,(30.26019 -97.73845),-97.73845,Davis at Rainey Street,2563,active,22008,21632
2845,4,late morning,17.944444444444443,3,Walk Up,2015.6666666666667,13.777777777777779,18,2845,origin,30.25987,(30.25987 -97.72373),-97.72373,East 4th & Chicon,3292,active,3343,3536
2845,4,late morning,17.944444444444443,3,Walk Up,2015.6666666666667,13.777777777777779,18,2845,destination,30.26774,(30.26774 -97.74692),-97.74692,Republic Square @ Guadalupe & 4th St.,2550,moved,10781,11473
2844,5,late morning,36.611111111111114,5,Local365,2016.2222222222222,11.944444444444445,18,2844,origin,30.26968,(30.26968 -97.73074),-97.73074,East 11th St. & San Marcos,2569,active,8755,6617
2844,5,late morning,36.611111111111114,5,Local365,2016.2222222222222,11.944444444444445,18,2844,destination,30.27466,(30.27466 -97.77028),-97.77028,MoPac Pedestrian Bridge @ Veterans Drive,3377,active,8436,8260
2843,0,early morning,12.38888888888889,10,Walk Up,2016.0555555555557,11.88888888888889,18,2843,origin,30.26753,(30.26753 -97.74805),-97.74805,Republic Square @ Federal Courthouse Plaza,3455,active,3741,3547
2843,0,early morning,12.38888888888889,10,Walk Up,2016.0555555555557,11.88888888888889,18,2843,destination,30.26889,(30.26889 -97.74525),-97.74525,Lavaca & 6th,1007,active,3994,4150
2842,0,late afternoon,24.055555555555557,4,Local365,2016.7222222222222,14.0,18,2842,origin,30.27654,(30.27654 -97.74155),-97.74155,State Capitol @ 14th & Colorado,2541,active,4708,3591
2842,0,late afternoon,24.055555555555557,4,Local365,2016.7222222222222,14.0,18,2842,destination,30.25987,(30.25987 -97.72373),-97.72373,East 4th & Chicon,3292,active,3343,3536
2841,0,late afternoon,20.22222222222222,4,Walk Up,2017.0,14.61111111111111,18,2841,origin,30.26911,(30.26911 -97.7462),-97.7462,Guadalupe & 6th,3294,active,931,885
2841,0,late afternoon,20.22222222222222,4,Walk Up,2017.0,14.61111111111111,18,2841,destination,30.26754,(30.26754 -97.74154),-97.74154,Brazos & 6th,3390,active,7228,7659
2840,4,late afternoon,33.611111111111114,1,Walk Up,2016.3333333333333,14.5,18,2840,origin,30.27466,(30.27466 -97.77028),-97.77028,MoPac Pedestrian Bridge @ Veterans Drive,3377,active,8436,8260
2840,4,late afternoon,33.611111111111114,1,Walk Up,2016.3333333333333,14.5,18,2840,destination,30.27974,(30.27974 -97.74254),-97.74254,17th & Guadalupe,2540,active,7357,5534
2839,4,evening,5.111111111111111,5,Local365,2017.0,17.0,18,2839,origin,30.26455,(30.26455 -97.73165),-97.73165,Medina & East 6th,3660,active,1563,1444
2839,4,evening,5.111111111111111,5,Local365,2017.0,17.0,18,2839,destination,30.26968,(30.26968 -97.73074),-97.73074,East 11th St. & San Marcos,2569,active,8755,6617
2838,5,late afternoon,24.055555555555557,3,Walk Up,2016.0555555555557,16.38888888888889,18,2838,origin,30.25971,(30.25971 -97.75346),-97.75346,Palmer Auditorium,2567,active,14385,13169
2838,5,late afternoon,24.055555555555557,3,Walk Up,2016.0555555555557,16.38888888888889,18,2838,destination,30.27193,(30.27193 -97.73854),-97.73854,11th & San Jacinto,3291,active,2981,1929
2837,0,early afternoon,16.77777777777778,3,Walk Up,2017.0,14.055555555555555,18,2837,origin,30.26911,(30.26911 -97.7462),-97.7462,Guadalupe & 6th,3294,active,931,885
2837,0,early afternoon,16.77777777777778,3,Walk Up,2017.0,14.055555555555555,18,2837,destination,30.26217,(30.26217 -97.72743),-97.72743,Plaza Saltillo,2542,active,9729,10810
2836,6,early afternoon,64.66666666666667,4,Weekender,2017.0,13.055555555555555,18,2836,origin,30.26455,(30.26455 -97.73165),-97.73165,Medina & East 6th,3660,active,1563,1444
2836,6,early afternoon,64.66666666666667,4,Weekender,2017.0,13.055555555555555,18,2836,destination,30.25542,(30.25542 -97.71665),-97.71665,East 2nd & Pedernales,3293,active,2603,2583
2835,4,midnight,25.055555555555557,3,24-Hour Kiosk (Austin B-cycle),2014.0,12.333333333333334,18,2835,origin,30.2698,(30.2698 -97.74186),-97.74186,8th & Congress,2496,active,12851,13913
2835,4,midnight,25.055555555555557,3,24-Hour Kiosk (Austin B-cycle),2014.0,12.333333333333334,18,2835,destination,30.27907,(30.27907 -97.73715),-97.73715,State Parking Garage @ Brazos & 18th,1005,closed,247,270
2834,0,early afternoon,49.0,2,Local365,2016.9444444444443,12.722222222222221,18,2834,origin,30.2659,(30.2659 -97.76822),-97.76822,Zilker Park,2574,active,13302,15238
2834,0,early afternoon,49.0,2,Local365,2016.9444444444443,12.722222222222221,18,2834,destination,30.2563,(30.2563 -97.71007),-97.71007,Capital Metro HQ - East 5th at Broadway,2823,active,2456,2452
2833,2,early afternoon,350.44444444444446,9,Walk Up,2014.6666666666667,12.5,18,2833,origin,30.26476,(30.26476 -97.74678),-97.74678,City Hall / Lavaca & 2nd,2499,active,27819,32497
2833,2,early afternoon,350.44444444444446,9,Walk Up,2014.6666666666667,12.5,18,2833,destination,30.27186,(30.27186 -97.73997),-97.73997,OFFICE/Main/Shop/Repair,1001,active,337,660
2832,4,early afternoon,35.22222222222222,4,Walk Up,2015.4444444444443,13.61111111111111,18,2832,origin,30.26032,(30.26032 -97.71899),-97.71899,East 6th at Robert Martinez,2822,active,5868,5509
2832,4,early afternoon,35.22222222222222,4,Walk Up,2015.4444444444443,13.61111111111111,18,2832,destination,30.25971,(30.25971 -97.75346),-97.75346,Palmer Auditorium,2567,active,14385,13169
2831,5,night,29.944444444444443,2,Walk Up,2015.6666666666667,16.055555555555557,18,2831,origin,30.25971,(30.25971 -97.75346),-97.75346,Palmer Auditorium,2567,active,14385,13169
2831,5,night,29.944444444444443,2,Walk Up,2015.6666666666667,16.055555555555557,18,2831,destination,30.26032,(30.26032 -97.71899),-97.71899,East 6th at Robert Martinez,2822,active,5868,5509
2830,5,early afternoon,16.666666666666668,3,Walk Up,2014.7222222222222,12.222222222222221,18,2830,origin,30.26854,(30.26854 -97.73646),-97.73646,Red River & 8th Street,2571,active,9154,9158
2830,5,early afternoon,16.666666666666668,3,Walk Up,2014.7222222222222,12.222222222222221,18,2830,destination,30.27595,(30.27595 -97.74739),-97.74739,ACC - Rio Grande & 12th,2545,closed,1749,1309
2932,4,evening,37.64705882352941,6,Local365,2014.6470588235295,17.11764705882353,17,2932,origin,30.28039,(30.28039 -97.73809),-97.73809,Bullock Museum @ Congress & MLK,2538,active,10799,9101
2932,4,evening,37.64705882352941,6,Local365,2014.6470588235295,17.11764705882353,17,2932,destination,30.26304,(30.26304 -97.75824),-97.75824,Toomey Rd @ South Lamar,2712,closed,3439,3361
2931,2,early afternoon,24.705882352941178,4,Local365,2017.0,16.176470588235293,17,2931,origin,30.28039,(30.28039 -97.73809),-97.73809,Bullock Museum @ Congress & MLK,2538,active,10799,9101
2931,2,early afternoon,24.705882352941178,4,Local365,2017.0,16.176470588235293,17,2931,destination,30.26455,(30.26455 -97.73165),-97.73165,Medina & East 6th,3660,active,1563,1444
2930,6,early afternoon,59.94117647058823,6,Walk Up,2017.0,14.529411764705882,17,2930,origin,30.25457,(30.25457 -97.74258),-97.74258,Boardwalk West,3687,active,773,787
2930,6,early afternoon,59.94117647058823,6,Walk Up,2017.0,14.529411764705882,17,2930,destination,30.25971,(30.25971 -97.75346),-97.75346,Palmer Auditorium,2567,active,14385,13169
2929,5,late morning,29.823529411764707,8,Local365,2015.0,13.058823529411764,17,2929,origin,30.26032,(30.26032 -97.71899),-97.71899,East 6th at Robert Martinez,2822,active,5868,5509
2929,5,late morning,29.823529411764707,8,Local365,2015.0,13.058823529411764,17,2929,destination,30.26694,(30.26694 -97.74939),-97.74939,Nueces @ 3rd,1008,moved,4307,4163
2928,0,early afternoon,30.058823529411764,10,Walk Up,2016.5294117647059,13.705882352941176,17,2928,origin,30.28039,(30.28039 -97.73809),-97.73809,Bullock Museum @ Congress & MLK,2538,active,10799,9101
2928,0,early afternoon,30.058823529411764,10,Walk Up,2016.5294117647059,13.705882352941176,17,2928,destination,30.28118,(30.28118 -97.75219),-97.75219,Pease Park,3464,active,668,560
2927,5,early afternoon,67.11764705882354,2,Walk Up,2016.8235294117646,13.705882352941176,17,2927,origin,30.2726,(30.2726 -97.74127),-97.74127,Capitol Station / Congress & 11th,2497,active,19878,16977
2927,5,early afternoon,67.11764705882354,2,Walk Up,2016.8235294117646,13.705882352941176,17,2927,destination,30.28118,(30.28118 -97.75219),-97.75219,Pease Park,3464,active,668,560
2926,3,late afternoon,8.352941176470589,3,Walk Up,2017.0,15.529411764705882,17,2926,origin,30.26911,(30.26911 -97.7462),-97.7462,Guadalupe & 6th,3294,active,931,885
2926,3,late afternoon,8.352941176470589,3,Walk Up,2017.0,15.529411764705882,17,2926,destination,30.25941,(30.25941 -97.74971),-97.74971,Long Center @ South 1st & Riverside,2549,active,15708,16643
2925,1,late afternoon,22.823529411764707,1,Local365,2017.0,15.058823529411764,17,2925,origin,30.26911,(30.26911 -97.7462),-97.7462,Guadalupe & 6th,3294,active,931,885
2925,1,late afternoon,22.823529411764707,1,Local365,2017.0,15.058823529411764,17,2925,destination,30.27466,(30.27466 -97.77028),-97.77028,MoPac Pedestrian Bridge @ Veterans Drive,3377,active,8436,8260
2924,0,late morning,161.8235294117647,9,Local365,2014.764705882353,11.588235294117647,17,2924,origin,30.27974,(30.27974 -97.74254),-97.74254,17th & Guadalupe,2540,active,7357,5534
2924,0,late morning,161.8235294117647,9,Local365,2014.764705882353,11.588235294117647,17,2924,destination,30.27186,(30.27186 -97.73997),-97.73997,OFFICE/Main/Shop/Repair,1001,active,337,660
2923,6,early afternoon,22.470588235294116,10,Walk Up,2015.8235294117646,14.529411764705882,17,2923,origin,30.2698,(30.2698 -97.74186),-97.74186,8th & Congress,2496,active,12851,13913
2923,6,early afternoon,22.470588235294116,10,Walk Up,2015.8235294117646,14.529411764705882,17,2923,destination,30.25542,(30.25542 -97.71665),-97.71665,East 2nd & Pedernales,3293,active,2603,2583
2922,5,late morning,14.176470588235293,10,Local365,2016.1764705882354,14.294117647058824,17,2922,origin,30.26753,(30.26753 -97.74805),-97.74805,Republic Square @ Federal Courthouse Plaza,3455,active,3741,3547
2922,5,late morning,14.176470588235293,10,Local365,2016.1764705882354,14.294117647058824,17,2922,destination,30.26968,(30.26968 -97.73074),-97.73074,East 11th St. & San Marcos,2569,active,8755,6617
2921,4,late afternoon,41.11764705882353,3,24-Hour Kiosk (Austin B-cycle),2014.0,12.411764705882353,17,2921,origin,30.26383,(30.26383 -97.72864),-97.72864,6th & Navasota St.,1002,closed,1283,1017
2921,4,late afternoon,41.11764705882353,3,24-Hour Kiosk (Austin B-cycle),2014.0,12.411764705882353,17,2921,destination,30.26446,(30.26446 -97.75665),-97.75665,Riverside @ S. Lamar,2575,active,27383,27100
2920,6,early afternoon,8.764705882352942,2,24-Hour Kiosk (Austin B-cycle),2014.0,13.117647058823529,17,2920,origin,30.27106,(30.27106 -97.74563),-97.74563,8th & Guadalupe,1003,closed,577,507
2920,6,early afternoon,8.764705882352942,2,24-Hour Kiosk (Austin B-cycle),2014.0,13.117647058823529,17,2920,destination,30.2726,(30.2726 -97.74127),-97.74127,Capitol Station / Congress & 11th,2497,active,19878,16977
2919,0,evening,52.529411764705884,5,Local30,2017.0,15.941176470588236,17,2919,origin,30.27974,(30.27974 -97.74254),-97.74254,17th & Guadalupe,2540,active,7357,5534
2919,0,evening,52.529411764705884,5,Local30,2017.0,15.941176470588236,17,2919,destination,30.26697,(30.26697 -97.74929),-97.74929,Nueces & 3rd,3621,active,2058,1869
2918,5,late afternoon,54.294117647058826,6,Walk Up,2014.764705882353,14.058823529411764,17,2918,origin,30.27595,(30.27595 -97.74739),-97.74739,ACC - Rio Grande & 12th,2545,closed,1749,1309
2918,5,late afternoon,54.294117647058826,6,Walk Up,2014.764705882353,14.058823529411764,17,2918,destination,30.26446,(30.26446 -97.75665),-97.75665,Riverside @ S. Lamar,2575,active,27383,27100
2917,0,early afternoon,19.176470588235293,10,24-Hour Kiosk (Austin B-cycle),2014.0,14.117647058823529,17,2917,origin,30.2848,(30.2848 -97.72756),-97.72756,Red River & LBJ Library,1004,closed,576,539
2917,0,early afternoon,19.176470588235293,10,24-Hour Kiosk (Austin B-cycle),2014.0,14.117647058823529,17,2917,destination,30.26968,(30.26968 -97.73074),-97.73074,East 11th St. & San Marcos,2569,active,8755,6617
2916,5,early afternoon,75.41176470588235,9,24-Hour Kiosk (Austin B-cycle),2014.8235294117646,13.117647058823529,17,2916,origin,30.26452,(30.26452 -97.7712),-97.7712,Barton Springs Pool,2572,active,11810,10733
2916,5,early afternoon,75.41176470588235,9,24-Hour Kiosk (Austin B-cycle),2014.8235294117646,13.117647058823529,17,2916,destination,30.27336,(30.27336 -97.73805),-97.73805,State Capitol Visitors Garage @ San Jacinto & 12th,2561,active,4682,3748
2915,5,early afternoon,12.823529411764707,3,Local30,2016.0,12.764705882352942,17,2915,origin,30.25542,(30.25542 -97.71665),-97.71665,East 2nd & Pedernales,3293,active,2603,2583
2915,5,early afternoon,12.823529411764707,3,Local30,2016.0,12.764705882352942,17,2915,destination,30.26025,(30.26025 -97.71002),-97.71002,East 7th & Pleasant Valley,3381,closed,550,510
2914,6,early afternoon,77.17647058823529,4,Walk Up,2014.9411764705883,12.470588235294118,17,2914,origin,30.26217,(30.26217 -97.72743),-97.72743,Plaza Saltillo,2542,active,9729,10810
2914,6,early afternoon,77.17647058823529,4,Walk Up,2014.9411764705883,12.470588235294118,17,2914,destination,30.27624,(30.27624 -97.74831),-97.74831,ACC - West & 12th Street,2546,closed,4472,4184
2913,5,late afternoon,31.647058823529413,10,Walk Up,2016.1764705882354,13.647058823529411,17,2913,origin,30.26753,(30.26753 -97.74805),-97.74805,Republic Square @ Federal Courthouse Plaza,3455,active,3741,3547
2913,5,late afternoon,31.647058823529413,10,Walk Up,2016.1764705882354,13.647058823529411,17,2913,destination,30.25542,(30.25542 -97.71665),-97.71665,East 2nd & Pedernales,3293,active,2603,2583
2912,4,evening,15.764705882352942,7,Walk Up,2015.8235294117646,15.0,17,2912,origin,30.25987,(30.25987 -97.72373),-97.72373,East 4th & Chicon,3292,active,3343,3536
2912,4,evening,15.764705882352942,7,Walk Up,2015.8235294117646,15.0,17,2912,destination,30.26889,(30.26889 -97.74525),-97.74525,Lavaca & 6th,1007,active,3994,4150
2911,2,night,23.176470588235293,1,Local30,2015.5882352941176,16.823529411764707,17,2911,origin,30.26774,(30.26774 -97.74692),-97.74692,Republic Square @ Guadalupe & 4th St.,2550,moved,10781,11473
2911,2,night,23.176470588235293,1,Local30,2015.5882352941176,16.823529411764707,17,2911,destination,30.25542,(30.25542 -97.71665),-97.71665,East 2nd & Pedernales,3293,active,2603,2583
2910,5,early afternoon,40.1764705882353,10,Walk Up,2016.3529411764705,14.529411764705882,17,2910,origin,30.27654,(30.27654 -97.74155),-97.74155,State Capitol @ 14th & Colorado,2541,active,4708,3591
2910,5,early afternoon,40.1764705882353,10,Walk Up,2016.3529411764705,14.529411764705882,17,2910,destination,30.26753,(30.26753 -97.74805),-97.74805,Republic Square @ Federal Courthouse Plaza,3455,active,3741,3547
2909,5,early afternoon,58.94117647058823,7,Walk Up,2017.0,15.352941176470589,17,2909,origin,30.26455,(30.26455 -97.73165),-97.73165,Medina & East 6th,3660,active,1563,1444
2909,5,early afternoon,58.94117647058823,7,Walk Up,2017.0,15.352941176470589,17,2909,destination,30.2659,(30.2659 -97.76822),-97.76822,Zilker Park,2574,active,13302,15238
2908,2,late afternoon,28.58823529411765,7,Walk Up,2017.0,14.529411764705882,17,2908,origin,30.26822,(30.26822 -97.74285),-97.74285,6th & Congress,3619,active,2290,2586
2908,2,late afternoon,28.58823529411765,7,Walk Up,2017.0,14.529411764705882,17,2908,destination,30.26889,(30.26889 -97.74525),-97.74525,Lavaca & 6th,1007,active,3994,4150
