start_station_name,end_station_name,day,parts_of_day,duration_minutes,month,subscriber_type,year,start_hour,count
Rainey St @ Cummings,8th & Congress,0,late morning,19.086309523809526,3,Local365,2015.095238095238,12.083333333333334,336
5th & San Marcos,Plaza Saltillo,5,late afternoon,25.408955223880596,3,Walk Up,2015.2388059701493,15.42089552238806,335
Zilker Park,5th & Bowie,6,late afternoon,28.6,10,Walk Up,2015.9910447761195,15.895522388059701,335
Capitol Station / Congress & 11th,Long Center @ South 1st & Riverside,5,late afternoon,28.610778443113773,3,Walk Up,2015.4281437125749,14.233532934131736,334
UT West Mall @ Guadalupe,Bullock Museum @ Congress & MLK,5,early afternoon,29.008982035928145,5,Walk Up,2015.302395209581,14.431137724550899,334
Barton Springs & Riverside,Pfluger Bridge @ W 2nd Street,0,early afternoon,22.606606606606608,3,Walk Up,2015.2702702702702,12.29129129129129,333
4th & Congress,Trinity & 6th Street,5,late afternoon,28.487951807228917,3,Walk Up,2015.0843373493976,14.563253012048193,332
Long Center @ South 1st & Riverside,Republic Square @ Guadalupe & 4th St.,6,late afternoon,21.83987915407855,3,Walk Up,2014.6858006042296,14.833836858006043,331
5th & San Marcos,2nd & Congress,2,late morning,12.381818181818181,3,Local30,2015.6939393939394,12.566666666666666,330
South Congress & Elizabeth,South Congress & Academy,5,early afternoon,34.57575757575758,6,Walk Up,2015.2272727272727,14.415151515151516,330
Convention Center / 3rd & Trinity,Capitol Station / Congress & 11th,5,early afternoon,24.641337386018236,7,Walk Up,2015.7173252279636,13.522796352583587,329
2nd & Congress,Bullock Museum @ Congress & MLK,5,early afternoon,26.987841945288753,5,Walk Up,2015.367781155015,13.103343465045592,329
Davis at Rainey Street,Capitol Station / Congress & 11th,5,early afternoon,36.323170731707314,3,Walk Up,2015.6951219512196,14.237804878048781,328
Lavaca & 6th,Convention Center / 4th St. @ MetroRail,0,late afternoon,28.5,10,Local365,2015.8871951219512,15.417682926829269,328
City Hall / Lavaca & 2nd,5th & San Marcos,3,late afternoon,13.960244648318042,3,Local365,2015.5474006116208,15.899082568807339,327
South Congress & Academy,Palmer Auditorium,5,late afternoon,20.636923076923075,10,Walk Up,2015.5753846153846,13.846153846153847,325
Davis at Rainey Street,3rd & West,6,evening,22.747692307692308,3,Local365,2015.5784615384616,15.156923076923077,325
8th & Congress,3rd & West,3,late afternoon,12.340557275541796,3,Local365,2015.5325077399382,15.371517027863778,323
City Hall / Lavaca & 2nd,Plaza Saltillo,6,late afternoon,20.89751552795031,3,Walk Up,2015.245341614907,15.543478260869565,322
Davis at Rainey Street,Long Center @ South 1st & Riverside,5,evening,23.549689440993788,3,Walk Up,2015.3509316770187,13.562111801242237,322
5th & Bowie,Trinity & 6th Street,5,late afternoon,18.897196261682243,3,Walk Up,2014.943925233645,15.74766355140187,321
Capitol Station / Congress & 11th,South Congress & Elizabeth,5,early afternoon,36.609375,1,Walk Up,2015.259375,14.08125,320
Pfluger Bridge @ W 2nd Street,Convention Center / 4th St. @ MetroRail,5,late afternoon,41.078125,3,24-Hour Kiosk (Austin B-cycle),2015.109375,14.9125,320
Republic Square @ Guadalupe & 4th St.,Pfluger Bridge @ W 2nd Street,5,evening,13.178125,3,Local365,2015.021875,14.528125,320
West & 6th St.,8th & Congress,4,early afternoon,19.5625,3,Local365,2014.93125,13.628125,320
Bullock Museum @ Congress & MLK,Convention Center / 4th St. @ MetroRail,6,late afternoon,22.88087774294671,3,Walk Up,2015.0564263322883,14.29153605015674,319
Trinity & 6th Street,Barton Springs & Riverside,5,midnight,23.661442006269592,3,Walk Up,2014.871473354232,12.536050156739812,319
Waller & 6th St.,Convention Center / 4th St. @ MetroRail,5,early afternoon,20.62382445141066,3,24-Hour Kiosk (Austin B-cycle),2014.705329153605,14.134796238244514,319
South Congress & Academy,Trinity & 6th Street,4,evening,26.404388714733543,3,Walk Up,2014.8902821316615,15.61128526645768,319
Convention Center / 3rd & Trinity,South Congress & Academy,5,early afternoon,29.663522012578618,3,Walk Up,2015.7389937106918,13.5062893081761,318
2nd & Congress,Barton Springs Pool,5,early afternoon,36.79495268138801,7,Walk Up,2015.6876971608833,13.264984227129338,317
West & 6th St.,3rd & West,0,early afternoon,21.810725552050474,6,Local365,2015.5867507886435,14.173501577287066,317
West & 6th St.,Capitol Station / Congress & 11th,5,early afternoon,16.312302839116718,3,Walk Up,2014.98738170347,13.968454258675079,317
Pfluger Bridge @ W 2nd Street,Barton Springs Pool,6,early afternoon,28.90851735015773,7,Walk Up,2015.3596214511042,14.160883280757098,317
Zilker Park,South Congress & Academy,6,late afternoon,27.946202531645568,10,Walk Up,2016.0917721518988,15.335443037974683,316
Barton Springs & Riverside,Barton Springs Pool,5,early afternoon,28.29746835443038,7,Walk Up,2015.3291139240507,13.417721518987342,316
Convention Center / 3rd & Trinity,Long Center @ South 1st & Riverside,5,late afternoon,21.126582278481013,3,Walk Up,2015.639240506329,13.718354430379748,316
Davis at Rainey Street,South Congress & Elizabeth,5,late afternoon,49.63291139240506,3,Walk Up,2015.6550632911392,13.025316455696203,316
East 11th St. & San Marcos,Red River & 8th Street,4,late morning,17.25079365079365,3,Local365,2015.3460317460317,13.82857142857143,315
Republic Square @ Federal Courthouse Plaza,4th & Congress,1,early morning,8.035031847133759,9,Local30,2016.156050955414,10.398089171974522,314
2nd & Congress,South Congress & Barton Springs at the Austin American-Statesman,1,evening,26.181528662420384,3,Walk Up,2016.6273885350317,14.589171974522293,314
3rd & West,Barton Springs & Riverside,1,early afternoon,13.742038216560509,9,Local30,2015.3216560509554,14.48407643312102,314
Bullock Museum @ Congress & MLK,City Hall / Lavaca & 2nd,5,late afternoon,26.45367412140575,3,Walk Up,2015.1629392971247,15.364217252396166,313
8th & Congress,South Congress & James,5,early afternoon,28.57188498402556,3,24-Hour Kiosk (Austin B-cycle),2014.8434504792333,13.731629392971247,313
4th & Congress,Red River & 8th Street,4,evening,19.34185303514377,3,Walk Up,2015.14696485623,15.23003194888179,313
UT West Mall @ Guadalupe,West & 6th St.,6,early afternoon,22.983974358974358,5,Walk Up,2015.2115384615386,15.205128205128204,312
Pfluger Bridge @ W 2nd Street,Nueces @ 3rd,5,early afternoon,6.440514469453376,7,Local30,2015.1093247588424,14.05144694533762,311
Convention Center / 3rd & Trinity,South Congress & James,6,early afternoon,34.88745980707395,3,Walk Up,2015.6559485530547,13.52411575562701,311
Barton Springs & Riverside,Capitol Station / Congress & 11th,5,early afternoon,27.479099678456592,5,Walk Up,2014.8971061093248,13.411575562700964,311
South Congress & James,Palmer Auditorium,5,early afternoon,31.273311897106108,3,Walk Up,2015.1511254019292,14.292604501607718,311
Zilker Park,South Congress & James,5,late afternoon,34.383870967741935,10,Walk Up,2015.9774193548387,15.832258064516129,310
Rainey St @ Cummings,South Congress & James,5,early afternoon,34.43225806451613,5,Walk Up,2015.5483870967741,14.09032258064516,310
Riverside @ S. Lamar,Republic Square @ Guadalupe & 4th St.,5,evening,20.75483870967742,3,Walk Up,2014.909677419355,15.316129032258065,310
East 11th St. at Victory Grill,Plaza Saltillo,4,late afternoon,21.82200647249191,10,Local365,2015.5436893203882,14.53074433656958,309
Rainey St @ Cummings,South Congress & Barton Springs at the Austin American-Statesman,4,late afternoon,27.423948220064727,3,Walk Up,2016.673139158576,13.453074433656958,309
Trinity & 6th Street,5th & Bowie,6,early afternoon,18.022653721682847,3,Walk Up,2015.0647249190938,13.466019417475728,309
3rd & West,West & 6th St.,0,early afternoon,17.41883116883117,1,Local365,2015.8896103896104,14.551948051948052,308
Long Center @ South 1st & Riverside,South Congress & Academy,5,late afternoon,26.23701298701299,3,Walk Up,2015.224025974026,14.53896103896104,308
City Hall / Lavaca & 2nd,Red River & 8th Street,5,evening,20.42207792207792,3,Walk Up,2015.2467532467533,16.12012987012987,308
Barton Springs & Riverside,Rainey St @ Cummings,4,late afternoon,31.4512987012987,3,Walk Up,2015.2110389610389,15.392857142857142,308
Barton Springs @ Kinney Ave,South Congress & Elizabeth,5,late afternoon,29.584967320261438,10,Walk Up,2015.5947712418301,14.947712418300654,306
Barton Springs Pool,MoPac Pedestrian Bridge @ Veterans Drive,5,late afternoon,25.114754098360656,5,Walk Up,2016.2852459016394,14.659016393442624,305
San Jacinto & 8th Street,Davis at Rainey Street,5,evening,25.78360655737705,3,Walk Up,2015.2065573770492,15.554098360655738,305
Guadalupe & 21st,Republic Square @ Guadalupe & 4th St.,5,late afternoon,16.777049180327868,3,24-Hour Kiosk (Austin B-cycle),2014.7016393442623,14.501639344262296,305
UT West Mall @ Guadalupe,5th & Bowie,5,early afternoon,26.08910891089109,5,Walk Up,2015.3003300330033,14.336633663366337,303
Trinity & 6th Street,Capitol Station / Congress & 11th,5,early afternoon,20.755775577557756,5,Walk Up,2015.023102310231,14.132013201320133,303
5th & Bowie,5th & San Marcos,4,late afternoon,20.27062706270627,3,Local365,2015.2772277227723,15.669966996699669,303
East 11th St. & San Marcos,Davis at Rainey Street,5,early afternoon,24.814569536423843,3,Walk Up,2015.5132450331125,15.195364238410596,302
Long Center @ South 1st & Riverside,Barton Springs Pool,6,early afternoon,28.249169435215947,5,Walk Up,2015.6411960132891,13.790697674418604,301
8th & Congress,Barton Springs & Riverside,5,early afternoon,17.285714285714285,3,Walk Up,2014.9568106312292,14.498338870431894,301
3rd & West,Republic Square @ Guadalupe & 4th St.,5,late afternoon,9.225913621262459,5,Local365,2015.0,15.385382059800664,301
Riverside @ S. Lamar,South Congress & Elizabeth,5,late afternoon,32.27,3,Walk Up,2015.5033333333333,15.2,300
Nueces @ 3rd,Pfluger Bridge @ W 2nd Street,6,late afternoon,5.6433333333333335,7,Local30,2015.1266666666668,14.39,300
Long Center @ South 1st & Riverside,Capitol Station / Congress & 11th,5,early afternoon,30.48,3,Walk Up,2015.4333333333334,13.873333333333333,300
South Congress & James,Barton Springs @ Kinney Ave,5,early afternoon,37.8494983277592,10,Walk Up,2015.428093645485,14.779264214046822,299
South Congress & Academy,Zilker Park,5,early afternoon,30.548494983277592,10,Walk Up,2016.123745819398,14.210702341137123,299
Republic Square @ Guadalupe & 4th St.,Riverside @ S. Lamar,5,early afternoon,19.214046822742475,3,Walk Up,2014.8996655518395,13.612040133779264,299
Red River & 8th Street,City Hall / Lavaca & 2nd,4,early afternoon,25.79933110367893,3,Walk Up,2015.1204013377926,14.658862876254181,299
4th & Congress,Bullock Museum @ Congress & MLK,5,early afternoon,22.50836120401338,3,Walk Up,2015.2709030100334,14.19732441471572,299
Pfluger Bridge @ W 2nd Street,Brazos & 6th,1,early morning,15.7123745819398,3,Local365,2016.2608695652175,9.949832775919733,299
Barton Springs @ Kinney Ave,Convention Center / 4th St. @ MetroRail,5,late afternoon,26.57718120805369,3,Walk Up,2015.5503355704698,15.281879194630873,298
South Congress & James,Trinity & 6th Street,5,late afternoon,27.338926174496645,3,Walk Up,2015.0738255033557,15.312080536912752,298
Trinity & 6th Street,Bullock Museum @ Congress & MLK,5,late afternoon,17.644295302013422,3,Walk Up,2015.1912751677853,14.234899328859061,298
Pfluger Bridge @ W 2nd Street,8th & Congress,3,late morning,21.377104377104377,3,Walk Up,2015.2222222222222,13.31986531986532,297
3rd & West,Zilker Park,6,early afternoon,19.922558922558924,10,Walk Up,2015.986531986532,14.178451178451178,297
Convention Center / 4th St. @ MetroRail,Barton Springs @ Kinney Ave,5,late afternoon,30.618243243243242,3,Walk Up,2015.5101351351352,14.945945945945946,296
Barton Springs @ Kinney Ave,Davis at Rainey Street,5,late afternoon,33.84121621621622,3,Walk Up,2015.8006756756756,15.996621621621621,296
5th & Bowie,Barton Springs Pool,5,early afternoon,25.41891891891892,7,Walk Up,2015.4594594594594,13.68581081081081,296
Convention Center / 4th St. @ MetroRail,Convention Center / 3rd & Trinity,4,early afternoon,51.00675675675676,3,Walk Up,2015.6114864864865,13.445945945945946,296
4th & Congress,Barton Springs @ Kinney Ave,5,early afternoon,22.908474576271185,10,Walk Up,2015.3559322033898,14.43728813559322,295
Zilker Park,Rainey St @ Cummings,5,late afternoon,38.88775510204081,10,Walk Up,2016.3367346938776,15.285714285714286,294
Long Center @ South 1st & Riverside,8th & Congress,5,late morning,24.738095238095237,3,Walk Up,2015.030612244898,13.857142857142858,294
West & 6th St.,Riverside @ S. Lamar,5,late afternoon,17.26530612244898,3,Walk Up,2015.360544217687,14.65986394557823,294
2nd & Congress,5th & San Marcos,4,late afternoon,13.860544217687075,3,Local30,2015.5272108843537,16.3843537414966,294
Plaza Saltillo,City Hall / Lavaca & 2nd,5,late afternoon,17.808873720136518,3,Founding Member (Austin B-cycle),2014.8532423208192,13.174061433447099,293
Guadalupe & 21st,5th & Bowie,5,early afternoon,28.352739726027398,7,Walk Up,2015.1986301369864,13.770547945205479,292
Davis at Rainey Street,5th & San Marcos,5,evening,17.628865979381445,3,Walk Up,2015.4089347079039,15.096219931271477,291
Republic Square @ Guadalupe & 4th St.,Davis at Rainey Street,5,evening,19.652920962199314,3,24-Hour Kiosk (Austin B-cycle),2014.6769759450171,15.529209621993127,291
Convention Center / 4th St. @ MetroRail,Lavaca & 6th,4,early morning,7.841379310344828,9,Local365,2015.796551724138,9.26551724137931,290
West & 6th St.,ACC - West & 12th Street,5,late afternoon,21.716262975778548,3,Walk Up,2015.044982698962,13.626297577854672,289
East 11th St. & San Marcos,2nd & Congress,5,early afternoon,21.34027777777778,3,Walk Up,2015.236111111111,13.559027777777779,288
South Congress & Elizabeth,Pfluger Bridge @ W 2nd Street,6,pre-dawn,23.21875,5,Local30,2015.298611111111,9.73611111111111,288
Davis at Rainey Street,Waller & 6th St.,5,evening,50.02430555555556,3,24-Hour Kiosk (Austin B-cycle),2014.6597222222222,16.694444444444443,288
South Congress & James,5th & Bowie,6,late afternoon,29.529616724738677,5,Walk Up,2015.142857142857,14.13588850174216,287
South Congress & Elizabeth,Long Center @ South 1st & Riverside,6,late afternoon,29.818815331010452,3,Walk Up,2015.2578397212544,14.759581881533101,287
East 6th & Pedernales St.,East 6th at Robert Martinez,5,late afternoon,20.814685314685313,3,Local365,2015.5944055944055,14.248251748251748,286
East 11th St. at Victory Grill,Convention Center / 4th St. @ MetroRail,5,late morning,28.99298245614035,3,Walk Up,2015.361403508772,12.908771929824562,285
5th & Bowie,Plaza Saltillo,5,late afternoon,24.468309859154928,3,Local365,2015.3345070422536,15.588028169014084,284
Barton Springs @ Kinney Ave,Brazos & 6th,1,early morning,19.524647887323944,5,Local365,2016.394366197183,10.971830985915492,284
5th & Bowie,West & 6th St.,3,late afternoon,17.41549295774648,3,Annual Membership (Austin B-cycle),2014.9295774647887,14.887323943661972,284
17th & Guadalupe,Capitol Station / Congress & 11th,5,late morning,21.323943661971832,3,Walk Up,2014.8521126760563,12.96830985915493,284
South Congress & James,Rainey St @ Cummings,5,late afternoon,28.8943661971831,3,Walk Up,2015.6654929577464,15.211267605633802,284
Palmer Auditorium,Rainey St @ Cummings,5,late afternoon,29.236749116607776,3,Walk Up,2015.7703180212013,15.176678445229681,283
17th & Guadalupe,4th & Congress,4,late morning,24.286219081272083,3,Local30,2015.1590106007068,13.80565371024735,283
South Congress & Barton Springs at the Austin American-Statesman,South Congress & Academy,5,early afternoon,28.219081272084807,3,Walk Up,2016.5618374558303,14.830388692579506,283
Bullock Museum @ Congress & MLK,Convention Center / 3rd & Trinity,5,early afternoon,26.268551236749115,3,Walk Up,2015.5795053003533,13.784452296819788,283
Barton Springs & Riverside,South Congress & Academy,6,early afternoon,29.830388692579504,6,Walk Up,2015.0106007067138,15.60070671378092,283
South Congress & Elizabeth,South Congress & James,5,late afternoon,61.4645390070922,3,Walk Up,2015.22695035461,14.691489361702128,282
UT West Mall @ Guadalupe,8th & Congress,5,late afternoon,20.833333333333332,6,Walk Up,2014.9219858156027,13.340425531914894,282
South Congress & James,South Congress & Elizabeth,5,late afternoon,46.80286738351254,3,Walk Up,2015.1326164874552,14.043010752688172,279
Republic Square @ Guadalupe & 4th St.,Trinity & 6th Street,0,late morning,29.602150537634408,3,24-Hour Kiosk (Austin B-cycle),2014.5483870967741,14.46594982078853,279
Davis at Rainey Street,Zilker Park,5,early afternoon,41.376344086021504,10,Walk Up,2016.225806451613,13.759856630824373,279
Barton Springs Pool,5th & Bowie,6,late afternoon,24.863799283154123,7,Walk Up,2015.3978494623657,14.971326164874553,279
San Jacinto & 8th Street,City Hall / Lavaca & 2nd,6,early afternoon,21.363309352517987,3,Walk Up,2014.8920863309352,14.223021582733812,278
Trinity & 6th Street,Waller & 6th St.,5,evening,13.96028880866426,3,Walk Up,2014.8953068592057,16.32851985559567,277
Trinity & 6th Street,Rainey St @ Cummings,6,late afternoon,21.23826714801444,3,Walk Up,2015.3176895306858,15.306859205776174,277
Convention Center / 3rd & Trinity,4th & Congress,5,late afternoon,24.67870036101083,3,Walk Up,2015.5703971119133,14.552346570397113,277
Palmer Auditorium,Barton Springs Pool,5,early afternoon,23.530685920577618,7,Walk Up,2015.3068592057762,14.505415162454874,277
Barton Springs @ Kinney Ave,West & 6th St.,5,evening,22.445652173913043,9,Walk Up,2015.5217391304348,15.460144927536232,276
5th & Bowie,South Congress & Elizabeth,5,early afternoon,28.242753623188406,3,Walk Up,2015.1340579710145,14.684782608695652,276
5th & Bowie,Brazos & 6th,0,late afternoon,18.21014492753623,3,Local365,2016.3985507246377,13.641304347826088,276
Waller & 6th St.,Davis at Rainey Street,5,early afternoon,17.30909090909091,3,24-Hour Kiosk (Austin B-cycle),2014.669090909091,15.16,275
Long Center @ South 1st & Riverside,Barton Springs & Riverside,5,early afternoon,57.10181818181818,3,Walk Up,2015.28,14.33090909090909,275
Brazos & 6th,Republic Square @ Federal Courthouse Plaza,0,evening,10.883636363636363,6,Local365,2016.24,13.756363636363636,275
East 4th & Chicon,Convention Center / 4th St. @ MetroRail,5,late morning,13.996336996336996,3,Walk Up,2016.1868131868132,12.923076923076923,273
Convention Center / 3rd & Trinity,Plaza Saltillo,6,late afternoon,18.04029304029304,3,Walk Up,2015.7728937728937,16.256410256410255,273
West & 6th St.,Rainey St @ Cummings,2,evening,18.46323529411765,10,Local365,2015.3676470588234,16.71323529411765,272
Convention Center / 3rd & Trinity,Trinity & 6th Street,5,late afternoon,41.62867647058823,3,Walk Up,2015.4632352941176,14.996323529411764,272
San Jacinto & 8th Street,2nd & Congress,1,early afternoon,16.28676470588235,3,Walk Up,2015.422794117647,13.705882352941176,272
Capitol Station / Congress & 11th,Rainey St @ Cummings,6,late afternoon,39.02952029520295,2,Walk Up,2015.6826568265683,14.450184501845019,271
UT West Mall @ Guadalupe,Long Center @ South 1st & Riverside,5,early afternoon,23.564575645756456,5,Walk Up,2015.1771217712178,14.822878228782288,271
East 6th at Robert Martinez,East 6th & Pedernales St.,6,late afternoon,14.719557195571955,5,Local365,2015.538745387454,14.343173431734318,271
Convention Center / 4th St. @ MetroRail,Waller & 6th St.,5,late afternoon,15.217712177121772,3,Walk Up,2014.7749077490776,15.44280442804428,271
South Congress & Elizabeth,Barton Springs Pool,5,early afternoon,35.7,5,Walk Up,2015.6703703703704,13.407407407407407,270
Guadalupe & 21st,Capitol Station / Congress & 11th,5,early afternoon,20.31111111111111,3,Walk Up,2015.0925925925926,14.677777777777777,270
Bullock Museum @ Congress & MLK,Davis at Rainey Street,5,late afternoon,24.08888888888889,10,Walk Up,2015.4259259259259,15.755555555555556,270
4th & Congress,Republic Square @ Guadalupe & 4th St.,4,late afternoon,31.385185185185186,3,24-Hour Kiosk (Austin B-cycle),2014.7259259259258,13.785185185185185,270
MoPac Pedestrian Bridge @ Veterans Drive,2nd & Congress,5,late afternoon,40.58888888888889,5,Walk Up,2016.3333333333333,14.4,270
Riverside @ S. Lamar,Capitol Station / Congress & 11th,5,early afternoon,39.0,3,Walk Up,2015.6505576208178,14.25278810408922,269
Bullock Museum @ Congress & MLK,Trinity & 6th Street,5,early afternoon,26.42007434944238,3,Walk Up,2014.992565055762,15.50185873605948,269
MoPac Pedestrian Bridge @ Veterans Drive,Barton Springs Pool,5,early afternoon,29.26492537313433,3,Walk Up,2016.4141791044776,13.899253731343284,268
South Congress & Elizabeth,5th & Bowie,5,late afternoon,34.56716417910448,3,Walk Up,2015.044776119403,13.23134328358209,268
San Jacinto & 8th Street,4th & Congress,1,early afternoon,16.77238805970149,10,Walk Up,2015.0559701492537,14.350746268656716,268
East 11th St. & San Marcos,Convention Center / 3rd & Trinity,1,late morning,14.074626865671641,3,Local365,2016.05223880597,10.958955223880597,268
Davis at Rainey Street,Barton Springs @ Kinney Ave,6,late afternoon,32.43283582089552,10,Walk Up,2015.7164179104477,14.720149253731343,268
Trinity & 6th Street,South Congress & James,5,late afternoon,27.813432835820894,3,Walk Up,2014.8880597014925,15.10820895522388,268
Convention Center / 3rd & Trinity,5th & San Marcos,5,late afternoon,16.06741573033708,3,Walk Up,2015.741573033708,15.569288389513108,267
South Congress & James,Long Center @ South 1st & Riverside,6,late afternoon,26.59550561797753,3,Walk Up,2015.1722846441949,15.202247191011235,267
State Capitol @ 14th & Colorado,Guadalupe & 21st,5,late afternoon,32.597744360902254,3,Walk Up,2015.357142857143,14.214285714285714,266
Brazos & 6th,2nd & Congress,4,late afternoon,17.00375939849624,3,Walk Up,2016.3533834586467,14.390977443609023,266
Republic Square @ Guadalupe & 4th St.,Capitol Station / Congress & 11th,5,early afternoon,26.73308270676692,3,Walk Up,2014.593984962406,13.454887218045112,266
Convention Center / 3rd & Trinity,Zilker Park,5,early afternoon,38.18421052631579,10,Walk Up,2016.1278195488721,13.43984962406015,266
Plaza Saltillo,Rainey St @ Cummings,5,early afternoon,27.554716981132074,3,Walk Up,2015.7283018867925,14.233962264150943,265
West & 6th St.,5th & Bowie,5,early afternoon,30.939622641509434,3,Walk Up,2015.1811320754716,13.969811320754717,265
5th & Bowie,South Congress & Academy,5,early afternoon,31.649056603773584,5,Walk Up,2015.3396226415093,14.373584905660378,265
Guadalupe & 21st,City Hall / Lavaca & 2nd,5,late afternoon,23.17735849056604,3,Walk Up,2015.0603773584905,15.071698113207548,265
Zilker Park,Convention Center / 3rd & Trinity,5,late afternoon,32.02264150943396,10,Walk Up,2016.1471698113207,16.041509433962265,265
East 6th & Pedernales St.,Convention Center / 4th St. @ MetroRail,5,late afternoon,18.068181818181817,3,Walk Up,2015.5719696969697,14.030303030303031,264
Rainey St @ Cummings,East 2nd & Pedernales,6,late afternoon,28.068181818181817,1,Walk Up,2016.1098484848485,13.958333333333334,264
Republic Square @ Guadalupe & 4th St.,3rd & West,5,early afternoon,14.344696969696969,12,Local365,2015.060606060606,14.212121212121213,264
Barton Springs & Riverside,8th & Congress,5,early afternoon,22.524714828897338,3,Walk Up,2014.7110266159696,14.376425855513308,263
Capitol Station / Congress & 11th,ACC - West & 12th Street,5,early afternoon,27.053435114503817,5,Walk Up,2015.2022900763359,13.198473282442748,262
West & 6th St.,UT West Mall @ Guadalupe,5,evening,37.461832061068705,3,Walk Up,2015.1984732824428,12.935114503816793,262
Plaza Saltillo,5th & San Marcos,6,early afternoon,10.736641221374045,3,Walk Up,2015.2099236641222,14.305343511450381,262
West & 6th St.,Long Center @ South 1st & Riverside,6,late afternoon,19.103448275862068,3,Walk Up,2015.367816091954,12.81992337164751,261
MoPac Pedestrian Bridge @ Veterans Drive,City Hall / Lavaca & 2nd,6,late afternoon,30.298850574712645,3,Walk Up,2016.3065134099618,14.812260536398467,261
Red River & 8th Street,West & 6th St.,6,night,26.57471264367816,3,Local365,2014.9808429118773,16.080459770114942,261
8th & Congress,Rainey St @ Cummings,2,late afternoon,17.416988416988417,10,Local365,2015.2509652509652,15.81081081081081,259
Convention Center / 4th St. @ MetroRail,Bullock Museum @ Congress & MLK,5,late morning,22.590733590733592,3,24-Hour Kiosk (Austin B-cycle),2014.8957528957528,12.915057915057915,259
Convention Center / 3rd & Trinity,Pfluger Bridge @ W 2nd Street,6,late afternoon,22.015444015444015,3,Walk Up,2015.7181467181467,14.312741312741313,259
Trinity & 6th Street,UT West Mall @ Guadalupe,5,midnight,66.53875968992249,3,Walk Up,2015.0852713178294,10.151162790697674,258
Plaza Saltillo,East 11th St. at Victory Grill,5,early morning,13.74031007751938,3,Local365,2015.6589147286822,12.9031007751938,258
East 2nd & Pedernales,Rainey St @ Cummings,6,early afternoon,24.771317829457363,10,Walk Up,2016.0077519379845,13.077519379844961,258
Red River & 8th Street,Trinity & 6th Street,5,late afternoon,30.329457364341085,3,Walk Up,2015.2286821705427,14.286821705426357,258
East 11th St. & San Marcos,Trinity & 6th Street,5,early afternoon,20.46303501945525,3,Walk Up,2015.1789883268482,14.042801556420233,257
South Congress & Academy,South Congress & James,5,late afternoon,74.2734375,3,Walk Up,2015.3125,14.53125,256
2nd & Congress,Republic Square @ Guadalupe & 4th St.,5,early afternoon,24.15625,3,Walk Up,2014.73828125,14.40234375,256
Barton Springs Pool,South Congress & James,5,late afternoon,35.8515625,5,Walk Up,2015.390625,14.7421875,256
State Capitol Visitors Garage @ San Jacinto & 12th,Capitol Station / Congress & 11th,6,late morning,34.625,7,Walk Up,2015.24609375,13.49609375,256
South Congress & Academy,5th & Bowie,5,late afternoon,23.23046875,5,Walk Up,2015.171875,15.5859375,256
South Congress & James,South Congress & Barton Springs at the Austin American-Statesman,6,late afternoon,16.19140625,3,Walk Up,2016.61328125,15.33203125,256
Plaza Saltillo,Trinity & 6th Street,4,early afternoon,22.011764705882353,3,Walk Up,2015.3764705882354,15.270588235294118,255
Long Center @ South 1st & Riverside,West & 6th St.,5,late afternoon,25.192156862745097,3,Walk Up,2015.2745098039215,15.807843137254903,255
Palmer Auditorium,Davis at Rainey Street,6,late afternoon,30.606299212598426,3,Walk Up,2015.4173228346456,16.559055118110237,254
West & 6th St.,Barton Springs @ Kinney Ave,5,late afternoon,27.456692913385826,10,Walk Up,2015.5039370078741,14.440944881889763,254
Rainey St @ Cummings,Plaza Saltillo,5,early afternoon,27.188976377952756,3,Walk Up,2015.5748031496064,14.71259842519685,254
Trinity & 6th Street,4th & Congress,5,late afternoon,24.860557768924302,3,Walk Up,2015.0398406374502,15.641434262948207,251
ACC - West & 12th Street,UT West Mall @ Guadalupe,5,late afternoon,26.274900398406373,6,Walk Up,2014.9521912350597,15.115537848605578,251
Rainey St @ Cummings,3rd & West,6,late afternoon,20.637450199203187,6,Local365,2015.9003984063745,13.904382470119522,251
17th & Guadalupe,5th & Bowie,5,late afternoon,19.228,3,Local365,2015.104,14.38,250
4th & Congress,Zilker Park,6,early afternoon,33.516,10,Walk Up,2015.92,14.164,250
West & 6th St.,Guadalupe & 21st,5,late afternoon,19.916,10,Walk Up,2014.956,14.168,250
East 11th St. & San Marcos,East 6th at Robert Martinez,1,late morning,10.328,6,Local30,2016.064,11.86,250
San Jacinto & 8th Street,Pfluger Bridge @ W 2nd Street,0,late afternoon,21.598393574297187,3,Local30,2015.570281124498,16.012048192771083,249
East 6th at Robert Martinez,Waller & 6th St.,5,evening,10.987951807228916,3,Local365,2015.0763052208836,14.987951807228916,249
West & 6th St.,Republic Square @ Guadalupe & 4th St.,5,late afternoon,18.91164658634538,3,24-Hour Kiosk (Austin B-cycle),2014.574297188755,15.550200803212851,249
East 11th St. & San Marcos,Rainey St @ Cummings,4,early afternoon,21.779116465863453,1,Local365,2015.433734939759,13.42570281124498,249
Capitol Station / Congress & 11th,17th & Guadalupe,6,evening,19.512096774193548,3,Walk Up,2015.0564516129032,13.71774193548387,248
UT West Mall @ Guadalupe,Convention Center / 4th St. @ MetroRail,4,early afternoon,28.554655870445345,3,Walk Up,2015.2064777327935,14.036437246963562,247
San Jacinto & 8th Street,Rainey St @ Cummings,1,late afternoon,18.352226720647774,10,Local365,2015.165991902834,15.538461538461538,247
