start_station_name,end_station_name,day,parts_of_day,duration_minutes,month,subscriber_type,year,start_hour,count
Rainey St @ Cummings,East 11th St. at Victory Grill,5,early afternoon,19.56338028169014,6,Local365,2015.605633802817,13.169014084507042,71
South Congress & James,6th & Congress,4,evening,33.183098591549296,5,Walk Up,2017.0,16.887323943661972,71
East 11th St. & San Marcos,Pfluger Bridge @ W 2nd Street,1,early afternoon,30.943661971830984,7,Local30,2016.0140845070423,14.056338028169014,71
East 4th & Chicon,Convention Center / 3rd & Trinity,5,early afternoon,28.281690140845072,3,Walk Up,2016.225352112676,14.380281690140846,71
Long Center @ South 1st & Riverside,South Congress & Barton Springs at the Austin American-Statesman,5,evening,65.14084507042253,10,Walk Up,2016.4507042253522,16.197183098591548,71
State Capitol Visitors Garage @ San Jacinto & 12th,Brazos & 6th,5,evening,24.91549295774648,9,Walk Up,2016.281690140845,15.47887323943662,71
Bullock Museum @ Congress & MLK,Lavaca & 6th,5,early afternoon,50.70422535211268,1,Walk Up,2016.056338028169,13.915492957746478,71
Palmer Auditorium,San Jacinto & 8th Street,6,late afternoon,56.056338028169016,3,Walk Up,2015.1267605633802,15.746478873239436,71
Red River & 8th Street,State Capitol Visitors Garage @ San Jacinto & 12th,5,early afternoon,33.29577464788732,3,Walk Up,2015.1690140845071,14.183098591549296,71
Trinity & 6th Street,11th & San Jacinto,5,night,12.742857142857142,3,Walk Up,2016.1714285714286,14.985714285714286,70
Rainey St @ Cummings,Toomey Rd @ South Lamar,6,late afternoon,27.257142857142856,8,Walk Up,2014.6142857142856,15.0,70
East 6th & Pedernales St.,Convention Center / 3rd & Trinity,5,late afternoon,21.742857142857144,3,Walk Up,2015.6,15.785714285714286,70
Long Center @ South 1st & Riverside,Nueces & 3rd,2,early morning,25.542857142857144,3,Local30,2017.0,9.485714285714286,70
ACC - Rio Grande & 12th,Convention Center / 4th St. @ MetroRail,3,early afternoon,22.757142857142856,3,24-Hour Kiosk (Austin B-cycle),2014.3428571428572,12.614285714285714,70
South Congress & Barton Springs at the Austin American-Statesman,Palmer Auditorium,6,early afternoon,41.67142857142857,9,Walk Up,2016.7142857142858,13.8,70
MoPac Pedestrian Bridge @ Veterans Drive,Barton Springs & Riverside,5,late afternoon,40.4,2,Walk Up,2016.3142857142857,15.071428571428571,70
Brazos & 6th,Palmer Auditorium,0,early afternoon,17.385714285714286,3,Walk Up,2016.4857142857143,12.17142857142857,70
East 11th St. at Victory Grill,Republic Square @ Guadalupe & 4th St.,5,early afternoon,23.914285714285715,3,24-Hour Kiosk (Austin B-cycle),2014.5,14.2,70
MoPac Pedestrian Bridge @ Veterans Drive,West & 6th St.,4,early afternoon,29.47142857142857,10,Walk Up,2016.142857142857,15.442857142857143,70
Zilker Park,Trinity & 6th Street,6,evening,36.8,10,Walk Up,2015.9285714285713,17.214285714285715,70
State Capitol @ 14th & Colorado,Convention Center / 3rd & Trinity,4,late morning,33.05714285714286,3,Walk Up,2015.5,12.685714285714285,70
Brazos & 6th,East 4th & Chicon,4,late afternoon,16.771428571428572,5,Walk Up,2016.3285714285714,13.257142857142858,70
Lavaca & 6th,Barton Springs @ Kinney Ave,6,late afternoon,49.24285714285714,10,Walk Up,2015.7714285714285,15.67142857142857,70
South Congress & Barton Springs at the Austin American-Statesman,MoPac Pedestrian Bridge @ Veterans Drive,5,early afternoon,33.44927536231884,5,Walk Up,2016.623188405797,13.826086956521738,69
4th & Congress,East 2nd & Pedernales,4,evening,18.333333333333332,9,Local365,2015.6666666666667,16.217391304347824,69
Plaza Saltillo,Barton Springs Pool,4,early afternoon,46.20289855072464,7,Walk Up,2015.8840579710145,13.130434782608695,69
Nueces @ 3rd,Plaza Saltillo,6,early morning,23.797101449275363,10,Local365,2015.0869565217392,9.420289855072463,69
City Hall / Lavaca & 2nd,Medina & East 6th,2,late afternoon,14.91304347826087,3,Local365,2017.0,15.08695652173913,69
South Congress & Academy,Rainey @ River St,5,late afternoon,28.057971014492754,5,Walk Up,2015.1884057971015,15.695652173913043,69
Palmer Auditorium,Bullock Museum @ Congress & MLK,5,early afternoon,31.89855072463768,10,Walk Up,2015.2173913043478,14.710144927536232,69
East 6th at Robert Martinez,Medina & East 6th,5,evening,19.89855072463768,3,Local365,2017.0,15.869565217391305,69
Riverside @ S. Lamar,State Capitol @ 14th & Colorado,5,early afternoon,47.666666666666664,10,Walk Up,2015.3478260869565,14.44927536231884,69
South Congress & James,Lavaca & 6th,5,late afternoon,47.779411764705884,3,Walk Up,2015.8970588235295,15.088235294117647,68
South Congress & James,State Capitol @ 14th & Colorado,4,late afternoon,31.926470588235293,6,Walk Up,2015.0735294117646,15.294117647058824,68
East 2nd & Pedernales,Convention Center / 3rd & Trinity,5,late morning,35.4264705882353,3,Walk Up,2016.2941176470588,12.75,68
8th & Congress,Zilker Park,5,early afternoon,32.19117647058823,10,Walk Up,2016.0441176470588,13.970588235294118,68
East 6th & Pedernales St.,Red River & 8th Street,5,early afternoon,51.470588235294116,3,Walk Up,2015.2058823529412,13.647058823529411,68
East 2nd & Pedernales,Riverside @ S. Lamar,6,early afternoon,133.05882352941177,6,Walk Up,2016.3676470588234,13.308823529411764,68
17th & Guadalupe,South Congress & Academy,6,late morning,32.794117647058826,3,Walk Up,2015.264705882353,14.397058823529411,68
Medina & East 6th,East 6th at Robert Martinez,0,late afternoon,18.985294117647058,3,Local365,2017.0,14.397058823529411,68
6th & Congress,South Congress & Elizabeth,5,early afternoon,31.220588235294116,5,Walk Up,2017.0,14.632352941176471,68
South Congress & Barton Springs at the Austin American-Statesman,Trinity & 6th Street,5,evening,21.33823529411765,10,Walk Up,2016.4705882352941,15.264705882352942,68
ACC - West & 12th Street,State Capitol @ 14th & Colorado,5,early afternoon,27.5,2,Walk Up,2015.1470588235295,14.264705882352942,68
ACC - West & 12th Street,17th & Guadalupe,5,late afternoon,15.529411764705882,5,24-Hour Kiosk (Austin B-cycle),2014.8235294117646,14.25,68
3rd & West,South Congress & Elizabeth,5,early afternoon,32.338235294117645,5,Walk Up,2015.1176470588234,12.794117647058824,68
East 11th St. at Victory Grill,ACC - West & 12th Street,0,late morning,15.367647058823529,1,Local365,2015.5882352941176,12.382352941176471,68
East 11th St. at Victory Grill,5th & San Marcos,6,early afternoon,13.720588235294118,3,Walk Up,2015.235294117647,14.926470588235293,68
Trinity & 6th Street,East 6th & Pedernales St.,4,early afternoon,17.925373134328357,3,Walk Up,2015.4328358208954,13.492537313432836,67
Convention Center / 4th St. @ MetroRail,ACC - Rio Grande & 12th,2,early morning,14.477611940298507,6,24-Hour Kiosk (Austin B-cycle),2014.5671641791046,11.477611940298507,67
4th & Congress,11th & San Jacinto,5,late afternoon,24.01492537313433,3,Walk Up,2016.1194029850747,14.35820895522388,67
Palmer Auditorium,Zilker Park West,6,early afternoon,21.328358208955223,10,Walk Up,2015.5223880597016,13.432835820895523,67
State Capitol Visitors Garage @ San Jacinto & 12th,Republic Square @ Guadalupe & 4th St.,4,late afternoon,26.686567164179106,6,Walk Up,2014.8208955223881,13.82089552238806,67
8th & Congress,11th & San Jacinto,1,evening,26.47761194029851,10,Local365,2015.7611940298507,14.73134328358209,67
Guadalupe & 21st,East 11th St. & San Marcos,5,early afternoon,22.671641791044777,5,Walk Up,2015.2835820895523,14.283582089552239,67
East 4th & Chicon,3rd & West,6,late afternoon,38.52238805970149,5,Local365,2016.44776119403,15.552238805970148,67
Davis at Rainey Street,ACC - West & 12th Street,6,evening,123.13432835820896,3,Walk Up,2015.2238805970148,13.761194029850746,67
Rainey @ River St,South Congress & Academy,5,early afternoon,21.223880597014926,4,Walk Up,2015.1940298507463,13.522388059701493,67
Republic Square @ Federal Courthouse Plaza,Zilker Park,5,early afternoon,29.880597014925375,10,Walk Up,2016.2537313432836,14.253731343283581,67
Riverside @ S. Lamar,17th & Guadalupe,6,late afternoon,28.37313432835821,3,Walk Up,2015.3283582089553,16.73134328358209,67
5th & San Marcos,Capital Metro HQ - East 5th at Broadway,6,early afternoon,15.537313432835822,11,Local365,2015.55223880597,15.074626865671641,67
MoPac Pedestrian Bridge @ Veterans Drive,Convention Center / 4th St. @ MetroRail,6,late afternoon,38.223880597014926,3,Walk Up,2016.5074626865671,14.253731343283581,67
ACC - West & 12th Street,Trinity & 6th Street,5,late afternoon,24.492537313432837,3,Walk Up,2014.9402985074628,15.059701492537313,67
Convention Center / 3rd & Trinity,Lavaca & 6th,5,late afternoon,19.98507462686567,3,Walk Up,2016.0149253731342,13.850746268656716,67
5th & San Marcos,South Congress & Academy,5,late afternoon,27.417910447761194,3,Walk Up,2015.1641791044776,14.298507462686567,67
11th & San Jacinto,2nd & Congress,5,early afternoon,22.80597014925373,3,Walk Up,2016.313432835821,13.537313432835822,67
State Capitol @ 14th & Colorado,Zilker Park,6,early afternoon,43.014925373134325,10,Walk Up,2015.8358208955224,13.701492537313433,67
17th & Guadalupe,6th & Congress,4,early morning,22.70149253731343,3,Local365,2017.0,11.447761194029852,67
Davis at Rainey Street,State Capitol @ 14th & Colorado,5,evening,33.701492537313435,5,Walk Up,2015.0597014925372,14.582089552238806,67
Pfluger Bridge @ W 2nd Street,Bullock Museum @ Congress & MLK,5,late afternoon,33.56716417910448,10,Walk Up,2015.5074626865671,15.73134328358209,67
8th & Congress,Nueces & 3rd,2,evening,18.253731343283583,1,Local365,2017.0,14.716417910447761,67
Waller & 6th St.,Barton Springs & Riverside,6,early afternoon,24.348484848484848,3,Walk Up,2014.6818181818182,12.43939393939394,66
3rd & West,Bullock Museum @ Congress & MLK,5,late afternoon,20.71212121212121,2,Walk Up,2015.590909090909,15.393939393939394,66
Davis at Rainey Street,6th & Navasota St.,5,late afternoon,21.742424242424242,3,24-Hour Kiosk (Austin B-cycle),2014.0,16.53030303030303,66
Plaza Saltillo,Pfluger Bridge @ W 2nd Street,6,night,34.121212121212125,2,Walk Up,2015.8636363636363,15.166666666666666,66
East 11th St. at Victory Grill,South Congress & Academy,5,early afternoon,29.166666666666668,3,Walk Up,2015.2121212121212,12.575757575757576,66
Rainey @ River St,Barton Springs @ Kinney Ave,6,late afternoon,25.37878787878788,4,Walk Up,2015.1818181818182,15.181818181818182,66
Nueces @ 3rd,Zilker Park,6,early afternoon,17.12121212121212,10,Walk Up,2015.030303030303,14.863636363636363,66
6th & Navasota St.,Davis at Rainey Street,5,evening,35.196969696969695,3,24-Hour Kiosk (Austin B-cycle),2014.0,17.545454545454547,66
Lavaca & 6th,17th & Guadalupe,2,late afternoon,13.893939393939394,8,Walk Up,2015.7424242424242,14.575757575757576,66
8th & Congress,5th & San Marcos,2,evening,22.575757575757574,3,Walk Up,2015.0454545454545,16.015151515151516,66
East 4th & Chicon,5th & San Marcos,5,late afternoon,9.606060606060606,11,Walk Up,2015.8030303030303,13.818181818181818,66
Barton Springs & Riverside,Bullock Museum @ Congress & MLK,5,late morning,74.66666666666667,2,Walk Up,2015.2424242424242,12.545454545454545,66
UT West Mall @ Guadalupe,8th & Guadalupe,4,early afternoon,50.833333333333336,5,24-Hour Kiosk (Austin B-cycle),2014.0,14.196969696969697,66
8th & Congress,Nueces @ 3rd,0,early afternoon,15.727272727272727,3,Local365,2015.090909090909,14.575757575757576,66
Riverside @ S. Lamar,Boardwalk West,5,early afternoon,38.696969696969695,7,Walk Up,2017.0,14.93939393939394,66
6th & Congress,West & 6th St.,5,late afternoon,15.742424242424242,6,Walk Up,2016.9848484848485,16.060606060606062,66
South Congress & Barton Springs at the Austin American-Statesman,Pfluger Bridge @ W 2nd Street,6,early afternoon,32.803030303030305,10,Walk Up,2016.560606060606,14.56060606060606,66
6th & Congress,South Congress & Academy,5,late afternoon,15.646153846153846,1,Walk Up,2017.0,14.061538461538461,65
Pease Park,5th & Bowie,6,early afternoon,29.46153846153846,3,Walk Up,2016.5692307692307,14.276923076923078,65
ACC - West & 12th Street,Convention Center / 3rd & Trinity,5,early afternoon,35.83076923076923,3,Walk Up,2015.4153846153847,13.615384615384615,65
ACC - West & 12th Street,Zilker Park,5,early afternoon,26.015384615384615,10,Walk Up,2015.6923076923076,14.215384615384615,65
Zilker Park,Red River & 8th Street,6,late afternoon,39.93846153846154,4,Walk Up,2016.4769230769232,15.723076923076922,65
Bullock Museum @ Congress & MLK,Nueces @ 3rd,3,late afternoon,14.061538461538461,6,Local30,2015.1538461538462,14.138461538461538,65
Riverside @ S. Lamar,Zilker Park West,6,early afternoon,25.215384615384615,10,Walk Up,2015.5692307692307,13.830769230769231,65
ACC - Rio Grande & 12th,4th & Congress,5,early afternoon,16.584615384615386,3,24-Hour Kiosk (Austin B-cycle),2014.323076923077,13.815384615384616,65
Barton Springs @ Kinney Ave,Plaza Saltillo,5,late afternoon,29.646153846153847,5,Walk Up,2016.2307692307693,15.415384615384616,65
East 6th & Pedernales St.,2nd & Congress,4,evening,23.215384615384615,3,Walk Up,2015.1692307692308,13.6,65
Trinity & 6th Street,State Capitol @ 14th & Colorado,6,early afternoon,27.723076923076924,3,Walk Up,2014.6923076923076,13.246153846153845,65
San Jacinto & 8th Street,East 11th St. at Victory Grill,3,early afternoon,14.138461538461538,3,Walk Up,2015.3692307692309,12.415384615384616,65
Trinity & 6th Street,East 4th & Chicon,5,late afternoon,18.307692307692307,3,Walk Up,2015.9692307692308,15.461538461538462,65
Zilker Park West,Palmer Auditorium,4,evening,19.859375,10,Walk Up,2015.453125,17.375,64
3rd & West,East 4th & Chicon,5,evening,16.15625,5,Local365,2016.46875,14.59375,64
UT West Mall @ Guadalupe,Nueces @ 3rd,5,early afternoon,17.46875,6,Walk Up,2015.09375,14.859375,64
Republic Square @ Federal Courthouse Plaza,Rainey St @ Cummings,5,early afternoon,24.765625,10,Walk Up,2016.484375,14.265625,64
State Capitol Visitors Garage @ San Jacinto & 12th,Barton Springs & Riverside,6,early afternoon,32.921875,3,24-Hour Kiosk (Austin B-cycle),2014.75,14.453125,64
5th & San Marcos,South Congress & James,6,late afternoon,56.328125,3,Walk Up,2015.125,12.796875,64
South Congress & Barton Springs at the Austin American-Statesman,5th & Bowie,5,late morning,20.5625,4,Walk Up,2016.609375,12.9375,64
3rd & West,6th & Congress,4,late morning,7.78125,7,Local365,2016.96875,11.015625,64
Zilker Park,8th & Congress,4,early afternoon,44.578125,9,Walk Up,2015.953125,15.390625,64
6th & Congress,3rd & West,1,evening,16.234375,7,Local365,2016.984375,16.15625,64
Convention Center / 4th St. @ MetroRail,Toomey Rd @ South Lamar,0,late morning,22.328125,7,Local30,2014.84375,12.296875,64
Barton Springs @ Kinney Ave,Lavaca & 6th,5,late afternoon,19.390625,9,Walk Up,2015.765625,14.921875,64
Rainey @ River St,8th & Congress,1,late morning,12.953125,4,Local365,2015.03125,11.609375,64
Republic Square @ Guadalupe & 4th St.,Toomey Rd @ South Lamar,5,late afternoon,28.046875,7,Walk Up,2014.609375,14.671875,64
East 11th St. at Victory Grill,East 6th & Pedernales St.,5,early afternoon,15.142857142857142,10,Walk Up,2015.3174603174602,13.666666666666666,63
5th & San Marcos,Waller & 6th St.,6,late afternoon,25.206349206349206,3,Walk Up,2015.047619047619,15.952380952380953,63
Barton Springs & Riverside,East 11th St. & San Marcos,4,night,23.46031746031746,5,24-Hour Kiosk (Austin B-cycle),2014.952380952381,15.476190476190476,63
Toomey Rd @ South Lamar,Convention Center / 3rd & Trinity,6,late afternoon,29.714285714285715,3,Walk Up,2014.7301587301588,14.53968253968254,63
South Congress & Academy,Lavaca & 6th,5,early afternoon,20.158730158730158,10,Walk Up,2015.7777777777778,16.761904761904763,63
Capital Metro HQ - East 5th at Broadway,Riverside @ S. Lamar,1,late afternoon,30.26984126984127,10,Local365,2015.5396825396826,15.412698412698413,63
17th & Guadalupe,East 6th at Robert Martinez,0,late afternoon,19.253968253968253,1,Local365,2015.920634920635,16.174603174603174,63
Republic Square @ Guadalupe & 4th St.,Zilker Park,6,early afternoon,22.158730158730158,10,Walk Up,2015.3333333333333,13.301587301587302,63
East 6th & Pedernales St.,Capital Metro HQ - East 5th at Broadway,3,early afternoon,60.0,10,Local365,2015.047619047619,13.412698412698413,63
ACC - West & 12th Street,South Congress & Academy,5,late afternoon,30.476190476190474,3,Walk Up,2014.936507936508,15.444444444444445,63
East 6th & Pedernales St.,Brazos & 6th,6,late morning,23.793650793650794,5,Local365,2016.4603174603174,13.34920634920635,63
Capitol Station / Congress & 11th,Nueces @ 3rd,6,late afternoon,15.857142857142858,7,Walk Up,2015.126984126984,14.492063492063492,63
Trinity & 6th Street,Barton Springs Pool,5,early afternoon,38.96825396825397,5,Walk Up,2015.3015873015872,13.682539682539682,63
State Capitol Visitors Garage @ San Jacinto & 12th,OFFICE/Main/Shop/Repair,1,late morning,16.015873015873016,3,Annual Membership (Austin B-cycle),2014.6507936507937,10.0,63
South Congress & James,MoPac Pedestrian Bridge @ Veterans Drive,0,late afternoon,40.19047619047619,2,Walk Up,2016.4603174603174,14.698412698412698,63
Brazos & 6th,Trinity & 6th Street,6,late afternoon,104.58730158730158,3,Walk Up,2016.3015873015872,15.587301587301587,63
Toomey Rd @ South Lamar,8th & Congress,4,early morning,17.177419354838708,10,Local365,2014.725806451613,12.32258064516129,62
Toomey Rd @ South Lamar,Barton Springs & Riverside,5,evening,22.580645161290324,7,Walk Up,2014.6290322580646,14.725806451612904,62
Waller & 6th St.,San Jacinto & 8th Street,6,early afternoon,19.387096774193548,3,24-Hour Kiosk (Austin B-cycle),2014.8225806451612,15.403225806451612,62
UT West Mall @ Guadalupe,Rainey St @ Cummings,5,late afternoon,29.29032258064516,2,Walk Up,2015.6451612903227,15.258064516129032,62
6th & Congress,Rainey St @ Cummings,4,evening,11.661290322580646,2,Local30,2017.0,16.419354838709676,62
5th & Bowie,East 6th & Pedernales St.,6,late afternoon,23.467741935483872,7,Local365,2015.516129032258,15.451612903225806,62
3rd & West,Guadalupe & 21st,5,late afternoon,18.838709677419356,9,Walk Up,2014.9032258064517,14.35483870967742,62
Lavaca & 6th,ACC - West & 12th Street,0,late afternoon,19.56451612903226,1,Walk Up,2015.758064516129,15.209677419354838,62
Convention Center / 4th St. @ MetroRail,Medina & East 6th,4,late afternoon,16.0,3,Local365,2017.0,15.451612903225806,62
Riverside @ S. Lamar,East 11th St. & San Marcos,5,evening,39.03225806451613,4,Walk Up,2015.6290322580646,15.596774193548388,62
Capital Metro HQ - East 5th at Broadway,Waller & 6th St.,4,late afternoon,20.70967741935484,3,Local365,2015.1451612903227,15.983870967741936,62
West & 6th St.,South Congress & Elizabeth,5,evening,207.9016393442623,3,Walk Up,2014.950819672131,14.557377049180328,61
2nd & Congress,East 6th & Pedernales St.,5,late morning,20.59016393442623,3,Walk Up,2015.4918032786886,14.032786885245901,61
East 4th & Chicon,South Congress & James,4,early afternoon,38.0,3,Walk Up,2016.2295081967213,14.245901639344263,61
Convention Center / 3rd & Trinity,State Capitol @ 14th & Colorado,5,late morning,26.639344262295083,3,Walk Up,2015.0819672131147,14.442622950819672,61
11th & San Jacinto,East 11th St. at Victory Grill,6,late afternoon,15.59016393442623,10,Local365,2015.8688524590164,13.934426229508198,61
Barton Springs @ Kinney Ave,Rainey @ River St,5,late afternoon,36.295081967213115,1,Walk Up,2015.327868852459,15.147540983606557,61
3rd & West,East 11th St. & San Marcos,6,late morning,21.24590163934426,3,Local365,2015.704918032787,14.327868852459016,61
East 6th at Robert Martinez,East 11th St. at Victory Grill,4,early afternoon,18.770491803278688,5,Walk Up,2015.5245901639344,13.065573770491802,61
11th & San Jacinto,Trinity & 6th Street,6,late afternoon,12.459016393442623,3,Walk Up,2016.1147540983607,14.655737704918034,61
City Hall / Lavaca & 2nd,ACC - Rio Grande & 12th,5,early afternoon,12.0,4,Local365,2014.4918032786886,14.721311475409836,61
East 6th & Pedernales St.,South Congress & Academy,5,early afternoon,35.67213114754098,3,Walk Up,2015.4262295081967,13.885245901639344,61
5th & San Marcos,Pfluger Bridge @ W 2nd Street,5,early afternoon,28.34426229508197,10,Local365,2015.1147540983607,12.950819672131148,61
5th & San Marcos,East 11th St. at Victory Grill,6,early afternoon,17.049180327868854,3,Walk Up,2015.5737704918033,11.836065573770492,61
5th & San Marcos,Zilker Park,6,early afternoon,42.63934426229508,10,Walk Up,2015.8032786885246,13.180327868852459,61
Red River & 8th Street,East 4th & Chicon,4,evening,19.39344262295082,3,Walk Up,2016.2459016393443,16.459016393442624,61
South Congress & Barton Springs at the Austin American-Statesman,East 2nd & Pedernales,6,late morning,31.639344262295083,8,Local365,2016.4590163934427,12.475409836065573,61
East 11th St. & San Marcos,Rainey @ River St,4,evening,29.21311475409836,7,Local365,2015.1147540983607,15.60655737704918,61
Republic Square @ Federal Courthouse Plaza,West & 6th St.,6,early afternoon,10.049180327868852,7,Local365,2016.4262295081967,12.950819672131148,61
Riverside @ S. Lamar,Plaza Saltillo,6,evening,31.966666666666665,3,Local365,2015.5166666666667,15.9,60
Waller & 6th St.,Riverside @ S. Lamar,5,early afternoon,44.88333333333333,3,Walk Up,2014.7333333333333,13.566666666666666,60
Guadalupe & 21st,Republic Square @ Federal Courthouse Plaza,3,late afternoon,13.083333333333334,11,Local30,2016.35,15.466666666666667,60
4th & Congress,Lavaca & 6th,2,late afternoon,21.383333333333333,7,Local30,2016.3166666666666,14.35,60
Toomey Rd @ South Lamar,Nueces @ 3rd,5,early morning,18.666666666666668,10,Local365,2015.0,12.783333333333333,60
South Congress & Elizabeth,Lavaca & 6th,5,early afternoon,27.733333333333334,5,Walk Up,2015.9333333333334,14.733333333333333,60
2nd & Congress,East 2nd & Pedernales,6,late afternoon,25.7,5,Walk Up,2016.2833333333333,15.4,60
MoPac Pedestrian Bridge @ Veterans Drive,Capitol Station / Congress & 11th,5,early afternoon,37.333333333333336,4,Walk Up,2016.4333333333334,13.6,60
East 11th St. & San Marcos,State Capitol @ 14th & Colorado,4,late morning,18.416666666666668,7,Local365,2015.6833333333334,12.25,60
Rainey @ River St,Red River & 8th Street,4,night,15.316666666666666,1,Walk Up,2015.2333333333333,16.633333333333333,60
Guadalupe & 6th,Davis at Rainey Street,5,early afternoon,20.25,4,Walk Up,2017.0,16.533333333333335,60
South Congress & Academy,Zilker Park West,6,late afternoon,24.166666666666668,10,Walk Up,2015.5,14.566666666666666,60
Convention Center / 3rd & Trinity,Medina & East 6th,5,late afternoon,9.933333333333334,3,Local365,2017.0,15.9,60
Bullock Museum @ Congress & MLK,Zilker Park,4,early afternoon,39.61666666666667,10,Walk Up,2015.85,14.633333333333333,60
17th & Guadalupe,Barton Springs @ Kinney Ave,6,evening,62.88333333333333,10,Walk Up,2015.4,15.133333333333333,60
East 11th St. at Victory Grill,UT West Mall @ Guadalupe,6,early afternoon,62.016666666666666,3,Walk Up,2015.6,13.6,60
East 4th & Chicon,Waller & 6th St.,4,evening,17.833333333333332,3,Walk Up,2015.6833333333334,16.166666666666668,60
Zilker Park,Republic Square @ Guadalupe & 4th St.,5,night,36.88333333333333,10,Walk Up,2015.3,17.966666666666665,60
Bullock Museum @ Congress & MLK,MoPac Pedestrian Bridge @ Veterans Drive,3,late afternoon,23.916666666666668,3,Local30,2016.2,15.216666666666667,60
East 2nd & Pedernales,5th & San Marcos,2,early afternoon,38.38333333333333,3,Walk Up,2015.9833333333333,15.15,60
East 11th St. & San Marcos,Barton Springs @ Kinney Ave,6,late morning,49.43333333333333,10,Walk Up,2015.5333333333333,13.733333333333333,60
Riverside @ S. Lamar,East 2nd & Pedernales,6,early afternoon,40.28333333333333,6,Walk Up,2016.3333333333333,12.216666666666667,60
State Capitol @ 14th & Colorado,ACC - West & 12th Street,3,late afternoon,21.4,3,Walk Up,2015.15,13.883333333333333,60
Rainey @ River St,Zilker Park,6,early afternoon,28.16949152542373,10,Walk Up,2015.2203389830509,13.745762711864407,59
State Capitol Visitors Garage @ San Jacinto & 12th,State Capitol @ 14th & Colorado,6,late afternoon,47.33898305084746,3,Walk Up,2014.949152542373,14.779661016949152,59
ACC - West & 12th Street,East 11th St. & San Marcos,5,early afternoon,17.779661016949152,10,Walk Up,2014.9322033898304,13.322033898305085,59
Bullock Museum @ Congress & MLK,Barton Springs @ Kinney Ave,5,late afternoon,34.59322033898305,10,Walk Up,2014.8813559322034,15.711864406779661,59
Barton Springs @ Kinney Ave,Zilker Park West,5,early afternoon,17.983050847457626,10,Walk Up,2015.4745762711864,14.135593220338983,59
Barton Springs & Riverside,Zilker Park West,4,late afternoon,24.135593220338983,10,Walk Up,2015.542372881356,14.11864406779661,59
Nueces & 3rd,2nd & Congress,2,early morning,11.152542372881356,4,Local365,2017.0,11.88135593220339,59
5th & San Marcos,Barton Springs @ Kinney Ave,5,early afternoon,33.03389830508475,10,Walk Up,2015.6949152542372,14.067796610169491,59
Capitol Station / Congress & 11th,5th & San Marcos,5,late afternoon,36.69491525423729,3,Walk Up,2015.3898305084747,15.389830508474576,59
Barton Springs @ Kinney Ave,Bullock Museum @ Congress & MLK,5,late afternoon,43.610169491525426,9,Walk Up,2015.8474576271187,14.372881355932204,59
Long Center @ South 1st & Riverside,Nueces @ 3rd,6,late afternoon,15.389830508474576,3,Walk Up,2015.0338983050847,15.322033898305085,59
Barton Springs @ Kinney Ave,5th & San Marcos,5,late afternoon,27.76271186440678,3,Walk Up,2015.322033898305,16.949152542372882,59
Trinity & 6th Street,Nueces @ 3rd,4,early afternoon,16.372881355932204,3,Walk Up,2015.0677966101696,15.186440677966102,59
6th & Congress,South Congress & James,5,early afternoon,32.0,2,Walk Up,2017.0,14.203389830508474,59
Long Center @ South 1st & Riverside,Toomey Rd @ South Lamar,6,early afternoon,12.724137931034482,10,Walk Up,2014.7068965517242,16.189655172413794,58
5th & Bowie,State Capitol @ 14th & Colorado,4,early afternoon,18.46551724137931,10,Walk Up,2015.1896551724137,13.431034482758621,58
South Congress & Elizabeth,3rd & West,5,late afternoon,56.05172413793103,3,Walk Up,2015.603448275862,13.086206896551724,58
State Capitol @ 14th & Colorado,South Congress & James,5,late afternoon,40.06896551724138,3,Walk Up,2015.7931034482758,14.327586206896552,58
11th & San Jacinto,Zilker Park,4,early afternoon,42.41379310344828,10,Walk Up,2015.8620689655172,13.448275862068966,58
East 11th St. & San Marcos,11th & San Jacinto,5,late morning,7.155172413793103,5,Local365,2016.0689655172414,11.620689655172415,58
South Congress & James,17th & Guadalupe,5,early afternoon,27.482758620689655,5,24-Hour Kiosk (Austin B-cycle),2015.155172413793,13.517241379310345,58
6th & Navasota St.,Red River & 8th Street,1,night,15.844827586206897,3,24-Hour Kiosk (Austin B-cycle),2014.0,15.206896551724139,58
East 4th & Chicon,East 11th St. & San Marcos,4,early afternoon,13.448275862068966,6,Walk Up,2016.3793103448277,12.568965517241379,58
East 6th & Pedernales St.,East 11th St. at Victory Grill,6,early afternoon,17.155172413793103,9,Local365,2015.2586206896551,13.879310344827585,58
East 11th St. at Victory Grill,South Congress & James,0,early afternoon,39.08620689655172,1,Walk Up,2015.0862068965516,13.793103448275861,58
Riverside @ S. Lamar,5th & San Marcos,4,early afternoon,31.017241379310345,3,Walk Up,2015.3275862068965,15.362068965517242,58
Brazos & 6th,East 11th St. at Victory Grill,5,early afternoon,16.74137931034483,5,Walk Up,2016.2413793103449,15.53448275862069,58
East 2nd & Pedernales,Trinity & 6th Street,4,late morning,30.086206896551722,6,Walk Up,2016.2241379310344,14.0,58
Barton Springs & Riverside,MoPac Pedestrian Bridge @ Veterans Drive,6,early afternoon,30.157894736842106,1,Walk Up,2016.3508771929824,13.333333333333334,57
Republic Square,5th & Bowie,5,late morning,14.228070175438596,1,24-Hour Kiosk (Austin B-cycle),2013.9473684210527,12.333333333333334,57
South Congress & Academy,State Capitol @ 14th & Colorado,5,early afternoon,50.45614035087719,8,Walk Up,2015.4912280701753,13.701754385964913,57
